BVCY|HNZ|62.41415|-140.86063|0.708|20180714.023||Beaver Creek|YT|CNSN
BWLO|HH1|44.11741|-81.13824|0.255|20070801.1138|20090420.204|Walkerton Ontario|ON|SOSN
BWLO|HH2|44.11741|-81.13824|0.255|20070801.1138|20090420.204|Walkerton Ontario|ON|SOSN
BWLO|HH3|44.11741|-81.13824|0.255|20070801.1138|20090420.204|Walkerton Ontario|ON|SOSN
BWLO|HHE|44.11741|-81.13824|0.255|20070801.1138||Walkerton Ontario|ON|SOSN
BWLO|HHN|44.11741|-81.13824|0.255|20070801.1138||Walkerton Ontario|ON|SOSN
BWLO|HHZ|44.11741|-81.13824|0.255|20070801.1138||Walkerton Ontario|ON|SOSN
CAMN|BHE|63.73213|-110.89893|0.42|20020730.1027|20050715.1741|Camsell Lake|NT|POLARIS
CAMN|BHN|63.73213|-110.89893|0.42|20020730.1027|20050715.1741|Camsell Lake|NT|POLARIS
CAMN|BHZ|63.73213|-110.89893|0.42|20020730.1027|20050715.1741|Camsell Lake|NT|POLARIS
CBB|BHE|50.031513|-125.36519|0.277|19961128|20161012.1829|Campbell River|BC|CNSN
CBB|BHN|50.031513|-125.36519|0.277|19961128|20161012.1829|Campbell River|BC|CNSN
CBB|BHZ|50.031513|-125.36519|0.277|19961128|20161012.1829|Campbell River|BC|CNSN
CBB|HHE|50.031513|-125.36519|0.277|20161013.0107||Campbell River|BC|CNSN
CBB|HHN|50.031513|-125.36519|0.277|20161013.0107||Campbell River|BC|CNSN
CBB|HHZ|50.031513|-125.36519|0.277|20161013.0107||Campbell River|BC|CNSN
CBB|HNE|50.031513|-125.36519|0.277|20161013.0107|20170215.1734|Campbell River|BC|CNSN
CBB|HNN|50.031513|-125.36519|0.277|20161013.0107|20170215.1734|Campbell River|BC|CNSN
CBB|HNZ|50.031513|-125.36519|0.277|20161013.0107|20170215.1734|Campbell River|BC|CNSN
CBRQ|HHE|47.30915|-76.47073|0.307|20040730.2017|20050528.2359|Cabonga Reservoir|QC|POLARIS
