"Net","Sta","Lat [°]","Lon [°]","Elev [m]","Open","Rest.","Country","Station Name","Affiliation","Start","End","Info"
"GL","ATG","16.0962 N","61.7263 W","865","Yes","No","","Morne Soldat ancien code MSG","Guadeloupe Seismic and Volcano Observatory Network","2003","-","details"
"GL","BBL","15.5261 N","61.4695 W","375","Yes","No","","Dominique Barbers Block ou Morne Espagnol","Guadeloupe Seismic and Volcano Observatory Network","1986","-","details"
"GL","BRG","16.0824 N","61.6239 W","433","Yes","No","","Bois Riant","Guadeloupe Seismic and Volcano Observatory Network","1979","-","details"
"GL","CAG","16.0524 N","61.6634 W","1390","Yes","No","","Carmichael","Guadeloupe Seismic and Volcano Observatory Network","1978","-","details"
"GL","CDE","16.0407 N","61.6606 W","1250","Yes","No","","Col de l Echelle","Guadeloupe Seismic and Volcano Observatory Network","2003","-","details"
"GL","DOG","16.0298 N","61.6216 W","460","Yes","No","","Morne Dongo","Guadeloupe Seismic and Volcano Observatory Network","1978","-","details"
"GL","ECG","16.0400 N","61.6572 W","1406","Yes","No","","Echelle","Guadeloupe Seismic and Volcano Observatory Network","1992","-","details"
"GL","HMG","15.9796 N","61.7034 W","420","Yes","No","","Houelmont - cave","Guadeloupe Seismic and Volcano Observatory Network","1994","-","details"
"GL","LKG","16.0427 N","61.6617 W","1374","Yes","No","","Breislack","Guadeloupe Seismic and Volcano Observatory Network","1993","-","details"
"GL","LZG","16.1408 N","61.7755 W","116","Yes","No","","Morne Lezard","Guadeloupe Seismic and Volcano Observatory Network","1998","-","details"
"GL","MML","16.0445 N","61.6691 W","1197","Yes","No","","Mamelle","Guadeloupe Seismic and Volcano Observatory Network","2016","-","details"
"GL","MOG","16.0580 N","61.7154 W","613","Yes","No","","Mont d'Or","Guadeloupe Seismic and Volcano Observatory Network","1978","-","details"
"GL","SCG","16.0264 N","61.6860 W","660","Yes","No","","Parnasse St-Claude","Guadeloupe Seismic and Volcano Observatory Network","1997","-","details"
"GL","SEG","16.4024 N","61.5128 W","15","Yes","No","","Port-Louis","Guadeloupe Seismic and Volcano Observatory Network","1980","-","details"
"GL","SFG","16.2507 N","61.2004 W","15","Yes","No","","Saint-Francois","Guadeloupe Seismic and Volcano Observatory Network","1979","-","details"
"GL","STG","16.0859 N","61.6824 W","1206","Yes","No","","Sans Toucher","Guadeloupe Seismic and Volcano Observatory Network","1978","-","details"
"GL","TAG","16.0391 N","61.6684 W","1191","Yes","No","","Piton Tarade","Guadeloupe Seismic and Volcano Observatory Network","1994","-","details"
"GO","AKH","41.4100 N","43.4928 E","1708","Yes","No","","AKH  - AKHALKALAKI","National Seismic Network of Georgia","2010","-","details"
"GO","CHVG","42.7183 N","42.0841 E","390","Yes","No","","CHKVALERI","National Seismic Network of Georgia","2011","-","details"
"GO","DGRG","41.4507 N","45.3732 E","690","Yes","No","","DGRG  -  DAVID-GAREJI","National Seismic Network of Georgia","2010","-","details"
"GO","GUDG","42.4646 N","44.4772 E","2012","Yes","No","Georgia","Gudauri","National Seismic Network of Georgia","2011","-","details"
"GO","ONI","42.5903 N","43.4525 E","0","Yes","No","","ONI  - ONI","National Seismic Network of Georgia","2010","-","details"
"GO","TBLG","41.7309 N","44.7382 E","510","Yes","No","","TBLG  -  DELISI","National Seismic Network of Georgia","2010","-","details"
"GR","A055","52.4049 N","9.8226 E","47","Yes","No","Germany","GeneSys","BGR","2008","-","details"
"GR","A803","52.0969 N","13.4182 E","52","Yes","No","Germany","A803","BGR","2000","-","details"
"GR","A807","52.0969 N","13.4182 E","52","Yes","No","Germany","A807","BGR","2000","-","details"
"GR","A816","52.0969 N","13.4182 E","52","Yes","No","Germany","A816","BGR","2000","-","details"
"GR","AHRW","50.5410 N","7.0760 E","0","Yes","No","Germany","","GRSN","2009","-","details"
"GR","ASSE","52.1283 N","10.6738 E","-318","Yes","No","Germany","GRSN Station ASSE","BFS","2015","-","details"
"GR","BBOS","52.9615 N","10.2478 E","101","Yes","No","Germany","Brambostel","BGR","2016","-","details"
"GR","BEDT","52.9359 N","10.4325 E","76","Yes","No","Germany","Kapelle Boeddenstedt","BGR","2016","-","details"
"GR","BFO","48.3311 N","8.3303 E","589","Yes","No","Germany","Schiltach","GRSN","1991","-","details"
"GR","BFO","48.3311 N","8.3303 E","589","Yes","No","Germany","Infrasound Black Forest Observatory","BGR","2012","-","details"
"GR","BKS1","52.9948 N","9.3998 E","60","Yes","No","Germany","Bunkerstation Klein-Sehlingen","BGR","2013","-","details"
"GR","BKSB","52.9948 N","9.3998 E","60","Yes","No","Germany","Bunkerstation Klein-Sehlingen","BGR","2013","-","details"
"GR","BRG","50.8748 N","13.9469 E","296","Yes","No","Germany","GRSN Station Berggiesshuebel","BGR","2015","-","details"
"GR","BSEG","53.9353 N","10.3169 E","40","Yes","No","Germany","","GRSN","1996","-","details"
"GR","BUG","51.4455 N","7.2643 E","85","Yes","No","Germany","North-Rhine-Westfalia","GRSN","1991","-","details"
"GR","CLL","51.3077 N","13.0026 E","230","Yes","No","Germany","Saxonia","GRSN","1993","-","details"
"GR","CLNZ","52.9423 N","10.9534 E","38","Yes","No","Germany","","GRSN","2007","-","details"
"GR","CLZ","51.8429 N","10.3741 E","680","Yes","No","","Lower_Saxony","GRSN","1991","-","details"
"GR","DEEL","52.9572 N","9.3143 E","0","Yes","No","Germany","Gasfeld","BGR","2013","-","details"
"GR","FAHL","52.9082 N","8.1537 E","36","Yes","No","Germany","Forsthaus Ahlhorn","BGR","2014","-","details"
"GR","FBRG","52.9055 N","10.1980 E","71","Yes","No","Germany","Fassberg","BGR","2017","-","details"
"GR","FUR","48.1639 N","11.2768 E","565","Yes","No","Germany","Bavaria","GRSN","1991","-","details"
"GR","GEA0","48.8360 N","13.7009 E","1021","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEA1","48.8355 N","13.7030 E","1014","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEA2","48.8378 N","13.7009 E","1066","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEA3","48.8342 N","13.6990 E","1024","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEB1","48.8381 N","13.7065 E","1025","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEB2","48.8387 N","13.6976 E","1103","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEB3","48.8362 N","13.6949 E","1063","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEB4","48.8320 N","13.6978 E","1002","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEB5","48.8338 N","13.7050 E","984","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEC1","48.8404 N","13.7089 E","1044","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEC2","48.8443 N","13.7006 E","1150","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEC3","48.8416 N","13.6908 E","1147","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEC4","48.8343 N","13.6867 E","1105","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEC5","48.8288 N","13.6947 E","992","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEC6","48.8260 N","13.7079 E","919","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GEC7","48.8347 N","13.7135 E","973","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED1","48.8516 N","13.7138 E","1024","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED2","48.8526 N","13.6952 E","963","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED3","48.8457 N","13.6809 E","919","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED4","48.8378 N","13.6787 E","1041","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED5","48.8238 N","13.6797 E","1079","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED6","48.8188 N","13.6956 E","1076","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED7","48.8200 N","13.7150 E","933","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED8","48.8323 N","13.7250 E","932","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GED9","48.8426 N","13.7223 E","976","Yes","No","Germany","Geress-Array","BGR","1997","-","details"
"GR","GOLD","52.9220 N","9.4255 E","38","Yes","No","Germany","","GRSN","2008","-","details"
"GR","GOR1","52.9903 N","11.3075 E","-278","Yes","No","Germany","Trebel","BGR","2012","-","details"
"GR","GOR2","53.0661 N","11.3017 E","-284","Yes","No","Germany","Laase","BGR","2013","-","details"
"GR","GOR3","53.0332 N","11.4347 E","-280","Yes","No","Germany","Gartow","BGR","2013","-","details"
"GR","GOR5","52.9228 N","11.2217 E","-265","Yes","No","Germany","Dangenstorf","BGR","2014","-","details"
"GR","GOR6","53.0040 N","11.1735 E","-285","Yes","No","Germany","Seerau","BGR","2014","-","details"
"GR","GRA1","49.6919 N","11.2217 E","500","Yes","No","FRG","Bavaria","BGR","1976","-","details"
"GR","GRA2","49.6552 N","11.3594 E","512","Yes","No","FRG","Bavaria","BGR","1976","-","details"
"GR","GRA3","49.7622 N","11.3187 E","455","Yes","No","FRG","Bavaria","BGR","1976","-","details"
"GR","GRA4","49.5654 N","11.4359 E","503","Yes","No","FRG","Bavaria","BGR","1976","-","details"
"GR","GRB1","49.3913 N","11.6520 E","494","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRB2","49.2709 N","11.6700 E","552","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRB3","49.3435 N","11.8060 E","517","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRB4","49.4689 N","11.5608 E","507","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRB5","49.1121 N","11.6767 E","525","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRC1","48.9962 N","11.5214 E","512","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRC2","48.8676 N","11.3755 E","445","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRC3","48.8902 N","11.5858 E","438","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GRC4","49.0867 N","11.5263 E","503","Yes","No","FRG","Bavaria","BGR","1978","-","details"
"GR","GTTG","51.5464 N","9.9642 E","272","Yes","No","Germany","Lower_Saxony","BGR","2003","-","details"
"GR","HAM3","53.5682 N","9.9739 E","30","Yes","No","Germany","Hamburg","GRSN","2009","-","details"
"GR","HAM4","53.4794 N","10.2390 E","10","Yes","No","Germany","Hamburger Sternwarte","BGR","2015","-","details"
"GR","HAN0","52.4049 N","9.8198 E","-35","Yes","No","Germany","GeneSys","BGR","2009","-","details"
"GR","HAN0D","52.4048 N","9.8199 E","-121","Yes","No","Germany","GeneSys","BGR","2010","-","details"
"GR","HAN1","52.4043 N","9.8426 E","-44","Yes","No","Germany","GeneSys","BGR","2009","-","details"
"GR","HAN2","52.3972 N","9.8202 E","-45","Yes","No","Germany","GeneSys","BGR","2009","-","details"
"GR","HAN3","52.4052 N","9.8099 E","-44","Yes","No","Germany","GeneSys","BGR","2009","-","details"
"GR","HAN3S","52.4054 N","9.8100 E","-44","Yes","No","Germany","GeneSys","BGR","2012","-","details"
"GR","HAN4","52.4155 N","9.8304 E","-45","Yes","No","Germany","GeneSys","BGR","2009","-","details"
"GR","HGB8","52.9088 N","10.3284 E","8","Yes","No","Germany","Geophon-Bohrung 8","BGR","2016","-","details"
"GR","HLGA1","54.1875 N","7.8736 E","51","Yes","No","","","","2017","-","details"
"GR","HLGA2","54.1867 N","7.8855 E","13","Yes","No","","","","2017","-","details"
"GR","HLGA3","54.1752 N","7.8939 E","0","Yes","No","","","","2017","-","details"
"GR","HLGB1","54.1831 N","7.9120 E","7","Yes","No","","","","2017","-","details"
"GR","HLGB2","54.1867 N","7.9142 E","20","Yes","No","","","","2017","-","details"
"GR","HLGM1","54.1866 N","7.8853 E","10","Yes","No","","","","2017","-","details"
"GR","HLGM2","54.1834 N","7.9097 E","10","Yes","No","","","","2017","-","details"
"GR","I26H1","48.8461 N","13.7179 E","1141","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","1999","-","details"
"GR","I26H2","48.8516 N","13.7131 E","1111","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","1999","-","details"
"GR","I26H3","48.8424 N","13.7368 E","1058","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","1999","-","details"
"GR","I26H4","48.8386 N","13.7158 E","1084","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","1999","-","details"
"GR","I26H5","48.8443 N","13.7020 E","1172","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","1999","-","details"
"GR","I26H6","48.8479 N","13.7107 E","1090","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","2009","-","details"
"GR","I26H7","48.8462 N","13.7139 E","1098","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","2009","-","details"
"GR","I26H8","48.8444 N","13.7120 E","1074","Yes","No","Germany","Infrasound Array CTBTO IS26","BGR","2009","-","details"
"GR","I27L1","70.7011 S","8.3029 W","59","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L2","70.6999 S","8.3045 W","56","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L3","70.7031 S","8.3085 W","53","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L4","70.7025 S","8.2914 W","56","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L5","70.6958 S","8.3040 W","57","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L6","70.7042 S","8.3210 W","52","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L7","70.7062 S","8.2840 W","53","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L8","70.6921 S","8.2953 W","62","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","I27L9","70.7026 S","8.3351 W","53","Yes","No","Antarctica","Infrasound Array CTBTO IS27","BGR","2003","-","details"
"GR","IGAD","53.2576 N","8.6904 E","43","Yes","No","Germany","","GRSN","2003","-","details"
"GR","IGAH1","53.2579 N","8.6890 E","40","Yes","No","Germany","Infrasound Array Garlstedt","BGR","2003","-","details"
"GR","IGAH2","53.2596 N","8.6963 E","38","Yes","No","Germany","Infrasound Array Garlstedt","BGR","2003","-","details"
"GR","IGAH3","53.2601 N","8.6843 E","31","Yes","No","Germany","Infrasound Array Garlstedt","BGR","2003","-","details"
"GR","IGAH4","53.2534 N","8.6898 E","40","Yes","No","Germany","Infrasound Array Garlstedt","BGR","2003","-","details"
"GR","INS1","49.1483 N","8.0462 E","196","Yes","No","Germany","Heuchelheim BoxerKlub","BGR","2012","-","details"
"GR","INS3","49.0966 N","8.0821 E","140","Yes","No","Germany","Hergersweiler","BGR","2012","-","details"
"GR","INS4B","49.1928 N","8.1115 E","145","Yes","No","Germany","Landau","BGR","2014","-","details"
"GR","INS5","49.1290 N","8.2034 E","128","Yes","No","Germany","Hayna, Turnverein","BGR","2012","-","details"
"GR","INS6B","49.0852 N","8.1939 E","130","Yes","No","Germany","Friedhof Kandel","BGR","2015","-","details"
"GR","INS7","49.1600 N","8.2120 E","155","Yes","No","Germany","Herxheim Wasserbehaelter","BGR","2012","-","details"
"GR","INS8","49.2628 N","8.1251 E","162","Yes","No","Germany","Friedhof Edesheim","BGR","2015","-","details"
"GR","INSH","49.1473 N","8.1658 E","130","Yes","No","Germany","Insheim Angelsportverein","BGR","2012","-","details"
"GR","KAST","51.2027 N","8.4162 E","616","Yes","No","Germany","","GRSN","2012","-","details"
"GR","KUDEN","53.9688 N","9.1955 E","14","Yes","No","Germany","Kuden","BGR","2017","-","details"
"GR","KUDN","53.9687 N","9.1956 E","26","Yes","No","Germany","Kuden Srfc","BGR","2017","-","details"
"GR","LNIZ","53.4935 N","14.2097 E","13","Yes","No","Germany","Loecknitz","BGR","2014","-","details"
"GR","MILB","49.8284 N","9.2923 E","369","Yes","No","Germany","Miltenberg","BGR","2015","-","details"
"GR","MOX","50.6461 N","11.6161 E","455","Yes","No","Germany","Thuringia","GRSN","1992","-","details"
"GR","NRDL","52.4943 N","10.1073 E","-355","Yes","No","Lower_Saxony","Riedel","BGR","2003","-","details"
"GR","NSR5","52.8714 N","10.3078 E","118","Yes","No","Germany","Neuensothriet 5","BGR","2016","-","details"
"GR","P180","52.4065 N","9.8283 E","-133","Yes","No","Germany","GeneSys","BGR","2010","-","details"
"GR","RAST","52.9096 N","7.7164 E","37","Yes","No","Germany","Rastdorf","BGR","2012","-","details"
"GR","RETH","52.7379 N","9.3610 E","-150","Yes","No","Germany","GRSN Station Rethem Borehole","BGR","2012","-","details"
"GR","RETHO","52.7281 N","9.3607 E","20","Yes","No","Germany","","GRSN","2012","-","details"
"GR","SEVE","52.7994 N","8.0709 E","45","Yes","No","Germany","Sevelten","BGR","2014","-","details"
"GR","SKMB","54.7177 N","9.4385 E","48","Yes","No","Germany","","GRSN","2013","-","details"
"GR","SYKE","52.8784 N","8.8758 E","50","Yes","No","Germany","Friedhofskapelle bei Heiligenfelde","BGR","2014","-","details"
"GR","TMO20","49.1842 N","8.0550 E","214","Yes","No","Germany","Ilbesheim, Friedhof","BGR","2013","-","details"
"GR","TMO22","49.2192 N","8.1848 E","134","Yes","No","Germany","Bornheim, Wasserwerk","BGR","2013","-","details"
"GR","TMO54","49.1396 N","8.1287 E","144","Yes","No","Germany","Rohrbach, Friedhof","BGR","2013","-","details"
"GR","TMO55","49.2276 N","8.1099 E","203","Yes","No","Germany","Nussdorf, Friedhof","BGR","2013","-","details"
"GR","TMO57","49.1734 N","8.2771 E","126","Yes","No","Germany","Aussiedlerhof Bellheim","BGR","2015","-","details"
"GR","TMO66","49.2177 N","8.0460 E","275","Yes","No","Germany","Geilweiler Hof","BGR","2014","-","details"
"GR","TNS","50.2236 N","8.4489 E","815","Yes","No","Germany","Hessen","GRSN","1991","-","details"
"GR","UBBA","50.8188 N","10.0010 E","-526","Yes","No","Germany","Lower_Saxony","BGR","2003","-","details"
"GR","UBR","47.6799 N","10.1071 E","903","Yes","No","Germany","GRSN Station Ueberruh","BGR","2008","-","details"
"GR","WET","49.1448 N","12.8803 E","613","Yes","No","Germany","Bavaria","GRSN","1991","-","details"
"GR","ZARR","53.5538 N","10.9175 E","39","Yes","No","Germany","","GRSN","2011","-","details"
"GU","BHB","44.8352 N","7.2633 E","585","Yes","No","","","","2006","-","details"
"GU","BURY","43.7825 N","7.5569 E","20","Yes","No","","","","2015","-","details"
"GU","CANO","44.2075 N","8.2372 E","638","Yes","No","","","","2015","-","details"
"GU","CARD","44.0260 N","10.4821 E","380","Yes","No","","","","2013","-","details"
"GU","CIRO","45.6019 N","7.5682 E","2516","Yes","No","","","","2010","-","details"
"GU","ENR","44.2267 N","7.4203 E","1040","Yes","No","","","","2011","-","details"
"GU","EQUI","44.1660 N","10.1530 E","350","Yes","No","","","","2012","-","details"
"GU","FIVI","44.2393 N","10.1273 E","380","Yes","No","","","","2008","-","details"
"GU","GBOS","44.2416 N","7.8399 E","897","Yes","No","","","","2011","-","details"
"GU","GORR","44.6071 N","9.2926 E","609","Yes","No","","","","2012","-","details"
"GU","GRAM","44.4913 N","10.0658 E","850","Yes","No","","","","2012","-","details"
"GU","GSCL","44.3505 N","10.5881 E","674","Yes","No","","","","2016","-","details"
"GU","LSD","45.4595 N","7.1343 E","2285","Yes","No","","","","2007","-","details"
"GU","MAIM","43.9142 N","10.4915 E","200","Yes","No","","","","2006","-","details"
"GU","MGRO","44.0426 N","7.8082 E","1690","Yes","No","","","","2012","-","details"
"GU","NEGI","43.8462 N","7.7027 E","734","Yes","No","","","","2010","-","details"
"GU","PCP","44.5413 N","8.5452 E","770","Yes","No","","","","2006","-","details"
"GU","POPM","44.0450 N","10.7570 E","440","Yes","No","","","","2010","-","details"
"GU","PZZ","44.5068 N","7.1160 E","1430","Yes","No","","","","2007","-","details"
"GU","REMY","45.8378 N","7.1565 E","2448","Yes","No","","","","2011","-","details"
"GU","RNCA","44.4712 N","8.9512 E","235","Yes","No","","","","2015","-","details"
"GU","RORO","44.1122 N","8.0662 E","260","Yes","No","","","","2008","-","details"
"GU","ROTM","44.8493 N","8.3527 E","221","Yes","No","","","","2011","-","details"
"GU","RRL","44.9208 N","6.7908 E","2130","Yes","No","","","","2010","-","details"
"GU","RSP","45.1482 N","7.2653 E","1285","Yes","No","","","","2006","-","details"
"GU","SARM","44.1840 N","10.4007 E","1070","Yes","No","","","","2013","-","details"
"GU","SATI","45.8753 N","7.8685 E","3005","Yes","No","","","","2010","-","details"
"GU","STV","44.2455 N","7.3260 E","930","Yes","No","","","","2006","-","details"
"GU","TRAV","45.5127 N","7.7470 E","990","Yes","No","","","","2007","-","details"
"HA","ACOR","37.8902 N","22.8692 E","437","Yes","No","Greece","Acrocorinthos","University of Athens, Seismological Laboratory","2009","-","details"
"HA","ATAL","38.6926 N","23.0213 E","290","Yes","No","Greece","Atalanti","University of Athens, Seismological Laboratory","2008","-","details"
"HA","ATHU","37.9665 N","23.7845 E","308","Yes","No","Greece","Athens University","University of Athens, Seismological Laboratory","2007","-","details"
"HA","AXAR","38.7664 N","22.6590 E","406","Yes","No","Greece","Agios Haralambos","University of Athens, Seismological Laboratory","2008","-","details"
"HA","DIDY","37.4765 N","23.2118 E","1036","Yes","No","Greece","Didyma","University of Athens, Seismological Laboratory","2008","-","details"
"HA","EPID","37.6144 N","23.1189 E","444","Yes","No","Greece","Epidavros","University of Athens, Seismological Laboratory","2011","-","details"
"HA","EREA","38.4199 N","23.9318 E","475","Yes","No","Greece","Eretria","University of Athens, Seismological Laboratory","2010","-","details"
"HA","KALE","38.3911 N","22.1398 E","760","Yes","No","","Kallithea","University of Athens, Seismological Laboratory","2007","-","details"
"HA","KARY","38.0321 N","24.4370 E","220","Yes","No","Greece","Karystos","University of Athens, Seismological Laboratory","2010","-","details"
"HA","LAKA","38.2401 N","21.9785 E","505","Yes","No","Greece","Lakka","University of Athens, Seismological Laboratory","2008","-","details"
"HA","LOUT","37.9879 N","22.9743 E","307","Yes","No","","Loutraki","University of Athens, Seismological Laboratory","2010","-","details"
"HA","MAKR","39.0132 N","22.1317 E","532","Yes","No","Greece","Makrakomi","University of Athens, Seismological Laboratory","2008","-","details"
"HA","MRKA","38.7047 N","23.5847 E","440","Yes","No","Greece","Markates","University of Athens, Seismological Laboratory","2008","-","details"
"HA","PROD","38.2589 N","22.9006 E","350","Yes","No","Greece","Prodromos","University of Athens, Seismological Laboratory","2010","-","details"
"HA","SERI","37.1609 N","24.4853 E","460","Yes","No","Greece","Serifos Island","University of Athens, Seismological Laboratory","2010","-","details"
"HA","SKIA","39.1665 N","23.4661 E","325","Yes","No","Greece","Skiathos Island","University of Athens, Seismological Laboratory","2008","-","details"
"HA","SNT1","36.4159 N","25.4282 E","12","Yes","No","Greece","Gialos","University of Athens, Seismological Laboratory","2012","-","details"
"HA","SNT5","36.4037 N","25.3953 E","124","Yes","No","Greece","Nea Kammeni","University of Athens, Seismological Laboratory","2014","-","details"
"HA","THAL","38.0357 N","22.6634 E","196","Yes","No","Greece","Thalero","University of Athens, Seismological Laboratory","2008","-","details"
"HA","TRIP","37.5278 N","22.2708 E","820","Yes","No","Greece","Tripoli","University of Athens, Seismological Laboratory","2010","-","details"
"HA","VILL","38.1642 N","23.3122 E","650","Yes","No","Greece","Villia","University of Athens, Seismological Laboratory","2009","-","details"
"HC","CHAN","35.5193 N","24.0428 E","37","Yes","No","Greece","TEI-Chania","Seismological Network of Crete","2013","-","details"
"HC","FRMA","35.0187 N","25.8555 E","22","Yes","No","Greece","Ferma-Ierapetra","Seismological Network of Crete","2013","-","details"
"HC","GVDS","34.8389 N","24.0585 E","358","Yes","No","Greece","Gavdos Island","Seismological Network of Crete","2016","-","details"
"HC","HRKL","35.3115 N","25.1016 E","90","Yes","No","Greece","Iraklio-TEI","Seismological Network of Crete","2013","-","details"
"HC","KLMT","37.0616 N","22.0635 E","34","Yes","No","Greece","TEI-Kalamata","Seismological Network of Crete","2013","-","details"
"HC","KNDR","35.2348 N","23.6248 E","13","Yes","No","Greece","Paleochora-Chania","Seismological Network of Crete","2013","-","details"
"HC","KOSK","36.7516 N","26.9785 E","269","Yes","No","Greece","Kos Island","Seismological Network of Crete","2013","-","details"
"HC","KSTL","35.2092 N","25.3374 E","335","Yes","No","Greece","Kasteli-Iraklio","Seismological Network of Crete","2013","-","details"
"HC","KTHR","36.2447 N","22.9939 E","270","Yes","No","Greece","Kythira Island","Seismological Network of Crete","2013","-","details"
"HC","PRNS","35.3445 N","24.4266 E","278","Yes","No","Greece","Prine-Rethimno","Seismological Network of Crete","2014","-","details"
"HC","RODP","35.5604 N","23.7577 E","299","Yes","No","Greece","Rodopos-Chania","Seismological Network of Crete","2013","-","details"
"HC","STIA","35.2021 N","26.0909 E","93","Yes","No","Greece","Sitia","Seismological Network of Crete","2014","-","details"
"HC","THT2","36.4351 N","25.4218 E","351","Yes","No","Greece","Imerovigli-Santorini","Seismological Network of Crete","2015","-","details"
"HC","TMBK","35.0724 N","24.7662 E","12","Yes","No","Greece","Timbaki-Iraklio","Seismological Network of Crete","2013","-","details"
"HE","HEF","68.4062 N","23.6643 E","380","Yes","No","Finland","Enontekio","","2007","-","details"
"HE","JOF","62.9187 N","31.3092 E","180","Yes","No","Finland","Ilomantsi","","2006","-","details"
"HE","KAF","62.1115 N","26.3061 E","195","Yes","No","Finland","Kangasniemi","","2006","-","details"
"HE","KEF","62.1667 N","24.8670 E","215","Yes","No","Finland","Keuruu","","2006","-","details"
"HE","KEV","69.7565 N","27.0036 E","81","Yes","No","Finland","Kevo","","1980","-","details"
"HE","KIF","69.0432 N","20.8040 E","475","Yes","No","Finland","Kilpisjarvi","","2006","-","details"
"HE","KPF","61.8337 N","22.0704 E","82","Yes","No","Finland","Kankaanpaa","","2017","-","details"
"HE","KU6","66.0255 N","29.8907 E","274","Yes","No","Finland","Kuusamo","","2006","-","details"
"HE","MEF","60.2172 N","24.3958 E","55","Yes","No","Finland","Metsahovi","","2006","-","details"
"HE","NIF","63.3900 N","27.8103 E","199","Yes","No","Finland","Nilsia","","2017","-","details"
"HE","OUF","64.3673 N","24.7314 E","90","Yes","No","Finland","Oulainen","","2011","-","details"
"HE","PVF","60.5454 N","25.8590 E","10","Yes","No","Finland","Pernaja","","1991","-","details"
"HE","RAF","61.0224 N","21.7646 E","30","Yes","No","Finland","Laitila","","2006","-","details"
"HE","RMF","64.2175 N","29.9318 E","220","Yes","No","Finland","Kuhmo","","2016","-","details"
"HE","RUF","61.4247 N","28.9497 E","125","Yes","No","Finland","Ruokolahti","","2016","-","details"
"HE","SUF","62.7194 N","26.1474 E","185","Yes","No","Finland","Sumiainen","","2006","-","details"
"HE","TOF","66.0777 N","24.3320 E","50","Yes","No","Finland","Tornio","","2011","-","details"
"HE","VAF","63.0471 N","22.6683 E","55","Yes","No","Finland","Ylistaro","","2006","-","details"
"HE","VJF","60.5388 N","27.5550 E","34","Yes","No","Finland","Virolahti","","2006","-","details"
"HE","VRF","67.7480 N","29.6090 E","350","Yes","No","Finland","Varrio","","2007","-","details"
"HF","HFC2","60.1335 N","13.6945 E","297","Yes","No","","","Swedish Seismic Array Network","2001","-","details"
