540|212|0|KLE|Daytime kappa Leonids                   | annual |1|180.7|162.7|15.7|       |       |43.6|48|0.11|       |39|180.7|26|21|0|0|C/1917 F1 (Mellish)                     |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1967SCoA...11..183K' target=_blank>Kashcheyev and Lebedinets, 1967</A> 
541|212|1|KLE|Daytime kappa Leonids                   | annual |1|184.2|162.2|14|       |-0.2|44.8|(17)   |       |0.99|31.9|184.2|24.8|9|0|0|C/1917 F1 (Mellish)                     |                                                                                                                                                      |R   |2) <A href='http://adsabs.harvard.edu/abs/1964AuJPh..17..205N' target=_blank>Nilson, 1964</A> (Tab. 6, Gr. 61.9.2) 
542|212|2|KLE|Daytime kappa Leonids                   |2002/06 |1|182.5|161.5|15.4|0.55|-0.26|43.3|5.92|0.087|0.9853|32.8|182.6|24.8|208|0|0|C/1917 F1 (Mellish)                     |                                                                                                                                                      |R   |3) <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A> 
543|212|3|KLE|Daytime kappa Leonids                   |2002/08 |1|183|162.3|14.9|0.62|-0.3|43.3|6.79|0.0911|0.987|33.84|183|24.1|1366|0|0|C/1917 F1 (Mellish)                     |                                                                                                                                                      |R   |4) <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A> 
544|212|4|KLE|Daytime kappa Leonids                   | annual |-2|175.4|157|18.8|       |       |42.9|11.1|0.124|0.989|39.1|175.4|28|27|0|0|                                        |                                                                                                                                                      |C   |5) Jenniskens et al., 2018 sub. to PSS
545|213|0|BRC|beta Gruids                             | annual |0|160.3|337|-47|       |       |21|(3.16) |0.852|       |50.8|340.3|16.9|     |0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
546|214|0|BCP|beta Capricornids                       | annual |0|167.7|305.7|-12.8|       |       |37|2.429|0.17|       |43|327.7|13|     |0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/1999md98.conf..307J' target=_blank>Jopek, Valsecchi, Froeschle, 1999</A> 
547|215|0|NPI|Northern delta Piscids                  |1961/65 |0|168.3|0.8|3.9|       |       |27.4|1.868|0.344|0.816|298.5|168.3|3.8|42|30|2|                                        |part of 17/NTA?                                                                                                                                       |R   |1) <A href='http://adsabs.harvard.edu/abs/1973Icar...18..253S' target=_blank>Sekanina, 1973</A> (Tab. I, p. 257, Piscids)
548|215|1|NPI|Northern delta Piscids                  |1968/69 |0|173.5|9.1|7.2|       |       |25.6|1.349|0.311|0.769|306.3|173.5|3.5|93|30|2|                                        |part of 17/NTA?                                                                                                                                       |R   |2) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> (Tab. VI, p. 285, Piscids)
549|215|2|NPI|Northern delta Piscids                  | annual |0|173.3|7|7|       |       |30.4|1.977|0.272|       |305.2|173.3|5.2|3|30|2|                                        |part of 17/NTA?                                                                                                                                       |P   |3) <A href='http://adsabs.harvard.edu/abs/1994P%26SS...42..151P' target=_blank>Porubcan and Gavajdova, 1994</A> 
550|215|3|NPI|Northern delta Piscids                  | annual |0|184|9.2|7.7|1.07|0.12|31.2|4.83|0.256|       |306.6|174.4|5.2|7|30|2|                                        |part of 17/NTA?                                                                                                                                       |    |4) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
551|215|4|NPI|Northern delta Piscids                  | annual |0|176|10.2|8.6|0.93|0.39|28|1.63|0.291|0.82|305.1|172|4.9|77|30|2|                                        |part of 17/NTA?                                                                                                                                       |T   |5) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
552|215|5|NPI|Northern delta Piscids                  | annual |-2|184.1|14.7|10.2|       |       |27.9|1.92|0.342|0.819|297.8|184.2|4.3|232|30|2|                                        |                                                                                                                                                      |C   |6) Jenniskens et al., 2018 sub. to PSS
553|216|0|SPI|Southern delta Piscids                  | annual |0|184|23.6|5.1|       |       |26.5|1.546|0.247|       |130.6|4|6.3|5|30|3|2003 QC10?                              |part of 2/STA?                                                                                                                                        |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
554|216|1|SPI|Southern delta Piscids                  |1961|0|183|18.7|5.2|0.7|0.9|28.6|(1.64) |       |0.83|125.7|3|5.4|19|30|3|2003 QC10?                              |part of 2/STA?                                                                                                                                        |R   |2) <A href='http://adsabs.harvard.edu/abs/1964AuJPh..17..205N' target=_blank>Nilson, 1964</A>(Tab. 6, Gr. 61.9.1) 
555|216|2|SPI|Southern delta Piscids                  |1961|0|182.9|20.3|2.7|       |-0.7|31.9|(2.5)  |       |0.89|123.9|2.9|8.4|4|30|3|2003 QC10?                              |part of 2/STA?                                                                                                                                        |R   |3) <A href='http://adsabs.harvard.edu/abs/1964AuJPh..17..205N' target=_blank>Nilson, 1964</A>(Tab. 6, Gr. 61.9.6) 
556|216|3|SPI|Southern delta Piscids                  |1961/65 |0|182.9|17|-11|       |       |23.6|1.792|0.493|0.725|102.4|2.9|14.6|16|30|3|2003 QC10?                              |part of 2/STA?                                                                                                                                        |R   |4) <A href='http://adsabs.harvard.edu/abs/1973Icar...18..253S' target=_blank>Sekanina, 1973</A> (Tab. I, p. 257, beta Cetids) 
557|216|4|SPI|Southern delta Piscids                  | annual |0|176|16.2|2.8|0.92|0.38|28.6|1.45|0.251|0.826|132.8|353.9|5.6|52|30|3|2003 QC10?                              |part of 2/STA?                                                                                                                                        |T   |5) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
558|216|5|SPI|Southern delta Piscids                  | annual |-2|177.4|14.5|2.1|       |       |29.3|1.77|0.281|0.84|125.4|357.4|5.2|85|30|3|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
559|217|0|OPC|omega Piscids                           | annual |-2|174|0.5|-8.8|       |       |21.4|3.165|0.642|       |79.4|3|5.7|6|0|0|2001 HA4?                               |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
560|218|0|GSA|September gamma Sagittariids            | annual |0|170.1|270.8|-31|       |       |6.2|2.008|1.003|       |8|350.8|1|     |0|0|107P/Wilson-Harrington?                 |                                                                                                                                                      |P   |1) <A href='http://adsabs.harvard.edu/abs/1989JIMO...17..242T' target=_blank>Terentjeva, 1989</A> 
561|219|0|SAR|September mu Arietids                   | annual |0|179|19.3|15.6|1.4|       |36.7|(3.6)  |       |0.95|312.9|183.3|14.8|5|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1964AuJPh..17..205N' target=_blank>Nilson, 1964</A>(Tab. 6, Gr. 61.9.3) 
562|219|1|SAR|September mu Arietids                   |1968/69 |0|179.5|28.5|18.6|       |       |36.3|1.283|0.068|0.947|336.8|179.5|22.9|17|0|0|                                        |                                                                                                                                                      |R   |2) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> (Tab. VI, p. 285 gamma Arietids)
563|219|2|SAR|September mu Arietids                   |1968/69 |0|180.2|24.3|19|       |       |31.2|1.174|0.146|0.876|326.6|180.2|17.1|22|0|0|                                        |                                                                                                                                                      |R   |3) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> (Tab. VI, p. 286 rho Piscids)   
564|219|3|SAR|September mu Arietids                   |1968/69 |0|178.3|27.1|12.5|       |       |33.7|1.238|0.091|0.926|333.6|178.3|3.6|46|0|0|                                        |                                                                                                                                                      |R   |4) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> (Tab. VI, p. 285 Arietids-Piscids) 
565|220|0|NDR|nu Draconids                            |1968/69 |0|170.3|265.4|59.8|       |       |20.3|2.565|1.004|0.609|181.4|162.6|32.3|49|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> (Tab. VI p. 284 xi Draconids)
566|220|1|NDR|nu Draconids                            | annual |0|172|267.7|54|0.37|-0.02|18.9|2.9|1.004|0.654|182|171.7|28.8|51|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
567|220|2|NDR|nu Draconids                            | annual |-2|169.4|268.8|57.2|       |       |20.1|2.93|1.003|0.658|183.4|169.4|31.2|180|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
568|221|0|DSX|Daytime Sextantids                      | annual |1|186.1|154.5|-1.5|0.84|-0.43|31.2|       |0.151|0.855|212.5|6.1|23.1|410|0|0|2005 UD                                 |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/2002dsso.conf...48G' target=_blank>Galligan and Baggaley, 2002</A> 
569|221|1|DSX|Daytime Sextantids                      |2002/06 |1|186.5|154.6|-1.4|0.7|-0.51|31.84|1.27|0.184|0.855|219.6|6.2|20.7|556|0|0|2005 UD                                 |                                                                                                                                                      |R   |2) <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A> 
570|221|2|DSX|Daytime Sextantids                      |2007/08 |1|189.2|156.3|-2.9|-0.76|-0.86|31.2|       |       |       |       |       |       |4|0|0|2005 UD                                 |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A> 
571|221|3|DSX|Daytime Sextantids                      |2002/08 |1|186|154.3|-1|0.56|-0.54|31.3|1.07|0.1511|0.858|212.99|6|22|1292|0|0|2005 UD                                 |                                                                                                                                                      |R   |4) <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A> 
572|221|4|DSX|Daytime Sextantids                      | annual |1|188|156.6|-2.4|0.91|-0.37|32.9|1.14|0.147|0.874|214.3|6.4|24.3|14|0|0|2005 UD                                 |                                                                                                                                                      |T   |5) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
573|221|5|DSX|Daytime Sextantids                      | annual |-2|189.2|156.2|-2.8|       |       |32.2|1.09|0.145|0.867|212.6|9.2|25.4|68|0|0|                                        |                                                                                                                                                      |C   |6) Jenniskens et al., 2018 sub. to PSS
574|222|0|DDl|Daytime delta Leonids                   | annual |0|183|172.7|21.2|       |       |31.1|(1.89) |       |0.83|59.9|182.8|23.2|3|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1964AuJPh..17..205N' target=_blank>Nilsson, 1964</A> (Tab. 6, Gr. 61.9.11)
575|223|0|GVI|Daytime gamma Virginids                 | annual |0|184|168.4|3.6|       |       |23.3|2.037|0.616|       |273.2|345.8|0.9|30|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> 
576|224|0|DAU|October delta Aurigids                  | annual |0|191|83.5|50.4|1.1|0.1|64.9|24.1|0.845|       |226.7|191|130.2|14|0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/1993mtpb.conf..185R' target=_blank>Rendtel, 1993</A> 
577|225|0|SOR|sigma Orionids                          | annual |0|191.7|86|-3|       |       |65|       |       |       |       |       |       |     |0|0|                                        |                                                                                                                                                      |    |1) IMO 1995 
578|225|1|SOR|sigma Orionids                          | annual |0|187|87.9|0.5|0.92|0.01|66.2|9.7|0.934|0.919|30.6|9.6|139.7|40|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
579|225|2|SOR|sigma Orionids                          | annual |-2|191.7|91.1|1.5|       |       |66.2|10.1|0.91|0.91|35.4|11.7|141.2|327|8|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
580|226|0|ZTA|zeta Taurids                            | annual |0|196|86.1|14.7|       |       |67.2|21.3|0.715|       |70.9|16.5|162.4|3|0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
581|226|1|ZTA|zeta Taurids                            |1968/69 |0|193.5|71.5|28.2|       |       |56.5|1.632|0.231|0.858|311.8|193.5|163.1|6|0|0|                                        |                                                                                                                                                      |R   |2) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> (Tab. VI, p. 287 tau Taurids)      
582|226|2|ZTA|zeta Taurids                            | annual |0|203|79.7|12.2|0.8|-0.8|(60.6) |       |       |       |       |       |       |294|0|0|                                        |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A> 
583|227|0|OMO|October Monocerotids                    | annual |0|206|101.9|-1.4|       |       |63.5|5.2|0.865|       |46.4|25.7|135|3|0|0|C/1723 T1 (Keggler-Crossat-Saunderson)? |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
584|228|0|OLY|October Lyncids                         | annual |0|206|111.3|48.8|       |       |64.8|9.3|0.926|       |211.7|205.8|133.3|6|0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
585|228|1|OLY|October Lyncids                         | annual |-2|201.6|111.3|50.5|       |       |65.6|       |0.969|0.988|199.3|201.6|131.7|5|0|0|                                        |                                                                                                                                                      |C   |2) Johannink, 2017, WGN Vol. 45:6, 156
586|229|0|NAU|nu Aurigids                             | annual |0|207.3|87.9|39.6|       |       |53.1|1.298|0.267|       |311|208|134.3|7|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> 
587|230|0|ICS|October iota Cassiopeiids               | annual |0|209|36.7|66|       |       |66.3|59|0.644|       |109.8|208.7|128.5|6|0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
588|231|0|ACM|Daytime alpha Canis Majorids            | annual |-2|204|92.1|-14|       |       |58.8|       |0.812|       |50.9|24.8|110.5|     |0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
589|232|0|BCN|Daytime beta Cancrids                   | annual |0|213|121.7|4.9|       |       |66.1|2.8|0.93|       |325|24.7|152|2|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1975AuJPh..28..591G' target=_blank>Gartrell and Elford, 1975</A> 
590|232|1|BCN|Daytime beta Cancrids                   | annual |0|214|110.5|-6.1|0.8|1.2|(65.1) |       |       |       |       |       |       |386|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A> 
591|233|0|OCC|October Capricornids                    |1971/87 |1|189.3|301.5|-8.7|       |       |(15)   |3.65|0.99|0.73|193.2|189.3|2.8|     |0|0|D/1978 R1 (Haneda-Campos)               |                                                                                                                                                      |V   |1) <A href='http://adsabs.harvard.edu/abs/1988JIMO...16..191W' target=_blank>Wood J., 1988</A> 
592|233|1|OCC|October Capricornids                    | annual |1|203.8|315|-14|       |       |(15.3) |4.264|0.987|0.768|190.8|203.8|0.8|     |0|0|D/1978 R1 (Haneda-Campos)               |                                                                                                                                                      |P   |2) <A href='http://adsabs.harvard.edu/abs/1989JIMO...17..242T' target=_blank>Terentjeva, 1989</A> (Stream No 53)
593|233|2|OCC|October Capricornids                    | annual |1|189.7|303|-10|0.9|0.2|10|       |       |       |       |189.7|       |     |0|0|D/1978 R1 (Haneda-Campos)               |                                                                                                                                                      |    |3) IMO 
594|234|0|EPC|October epsilon Piscids                 | annual |0|195|3.4|8.1|       |       |21.7|2.467|0.603|       |265.7|188.2|4.5|5|0|0|                                        |                                                                                                                                                      |P   |1) <A href='http://adsabs.harvard.edu/abs/1994P%26SS...42..151P' target=_blank>Porubcan and Gavajdova, 1994</A> 
595|234|1|EPC|October epsilon Piscids                 | annual |0|196|1.2|14|0.3|0.9|(19.2) |       |       |       |       |       |       |210|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A> 
596|235|0|LCY|lambda Cygnids                          | annual |0|199|338.6|31.3|       |       |(21.2) |2.585|0.828|0.68|234.4|189.6|17.8|     |0|0|2005 CA?                                |                                                                                                                                                      |P   |1) <A href='http://adsabs.harvard.edu/abs/1989JIMO...17..242T' target=_blank>Terentjeva, 1989</A> (Stream No 49a)
597|236|0|GPS|gamma Piscids                           | annual |0|200|17.7|9.3|       |       |(17.5) |2.866|0.871|0.668|224.9|229.8|1.4|     |0|0|6344 P-L ?                              |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/1989JIMO...17..242T' target=_blank>Terentjeva, 1989</A> (Stream No 60)
598|237|0|SSA|sigma Arietids                          | annual |0|202|44.7|14.2|       |       |40.5|4.46|0.11|       |145|22.7|7|28|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1967SCoA...11..183K' target=_blank>Kashcheyev and Lebedinets, 1967</A> 
599|237|1|SSA|sigma Arietids                          | annual |0|206|50.7|22.1|1.1|0|(45.5) |       |       |       |       |       |       |475|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A> 
600|238|0|DOR|alpha Doradids                          | annual |0|208|69.3|-55.9|       |       |20|       |       |       |       |       |       |     |0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/1960AuJPh..13..522W' target=_blank>Weiss A.A., 1960</A> 
601|239|0|GPU|October gamma Puppids                   | annual |0|202.7|110.1|-44|1.74|0.03|39.2|17.8|0.98|       |16.1|58|71.6|4|0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
602|240|0|DFV|Daytime psi Virginids                   | annual |0|202|193.7|-9.6|       |       |21.1|1.513|0.525|       |258.1|22.3|2.6|22|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> 
603|241|0|OUI|October Ursae Minorids                  | annual |0|208|246.6|74.3|1.4|-0.3|30.9|3.98|0.995|       |179.1|209.1|51.5|4|0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
604|241|1|OUI|October Ursae Minorids                  | annual |0|211|273.4|74.3|-1.1|-0.3|(27.5) |       |       |       |       |       |       |308|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A> 
605|242|0|XDR|xi Draconids                            | annual |1|210.8|170.3|73.3|       |       |35.8|1.279|0.988|       |175.3|210.8|69|38|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> 
606|242|1|XDR|xi Draconids                            | annual |-2|221.4|207.5|73.8|       |       |37.9|3.32|0.989|0.703|180.5|221.4|65|93|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
607|243|0|ZCN|zeta Cancrids                           | annual |0|225|120.5|14.3|       |       |63.4|2.98|0.443|       |100.7|55.4|166.1|7|0|0|                                        |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
608|243|1|ZCN|zeta Cancerids                          | annual |-2|222.2|117.2|16.6|       |       |69|10.8|0.76|0.932|59|42.2|171.6|6|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
609|244|0|PAR|psi1 Aurigids                           | annual |0|227|94|50|       |       |56.7|6.634|0.439|0.968|277.8|219.3|113|     |0|0|                                        |                                                                                                                                                      |P   |1) <A href='http://adsabs.harvard.edu/abs/1989JIMO...17..242T' target=_blank>Terentjeva, 1989</A> (Stream No 62)
610|245|0|NHD|November Hydrids                        | annual |0|234.8|130.3|-6.3|0.92|       |65.5|6|0.91|       |34.4|54.8|137.6|2|0|0|C/1943 W1 (Van Gent-Peltier-Daimaca)?   |                                                                                                                                                      |    |1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
611|245|1|NHD|November Hydrids                        | annual |-2|225.7|121.3|-6.4|       |       |64.5|6.31|0.909|0.857|34.8|45.7|133.4|54|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
612|246|0|AMO|alpha Monocerotids                      | annual |1|239.3|117.1|0.8|       |       |63|500|0.488|       |90.66|59.322|134.13|10|0|0|                                        |                                                                                                                                                      |    |1) Dutch Meteor Society 2001
613|246|1|AMO|alpha Monocerotids                      | annual |1|239|116.8|0.9|0.97|-0.09|63|500|0.488|0.999|90.7|59.3|134.1|10|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
614|246|2|AMO|alpha Monocerotids                      | annual |-2|240.4|117.7|0.8|       |       |62|18.4|0.468|0.975|93.9|60.4|133.5|17|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
615|247|0|TAU|Taurid Complex                          | annual |6|224|       |       |       |       |28|       |       |       |       |       |       |     |247|1|                                        |Group members: 2/STA, 17/NTA                                                                                                                          |    |1)  <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
616|248|0|IAR|November iota Aurigids                  | annual |-2|233.6|76.3|33.3|       |       |34|1.076|0.085|       |336.3|222.3|30.5|25|0|0|                                        |Removed! Combination of showers 390/THA and 388/CTA (Jenniskens et al., 2011)                                                                         |R   |1) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> 
617|249|0|NAR|November nu Arietids                    | annual |0|241|39|23.2|       |       |12.3|1.54|0.79|       |246.4|236.18|2.8|3|0|0|                                        |                                                                                                                                                      |    |1) Nippon Meteor Society
618|250|0|NOO|November Orionids                       | annual |1|245|90.6|15.7|       |       |43.7|       |0.113|       |140.5|67|24.8|6|0|0|                                        |                                                                                                                                                      |    |1) ? 
619|250|1|NOO|November Orionids                       | annual |1|245|85.2|15.6|0.71|-0.03|43.3|12.7|0.088|       |145.8|(60.0) |26.9|16|0|0|                                        |                                                                                                                                                      |    |2) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A> 
620|250|2|NOO|November Orionids                       |2002/06 |1|245.5|90.2|15.5|0.74|-0.06|43.5|11.8|0.098|0.9917|144.1|65.1|26.6|1097|0|0|                                        |                                                                                                                                                      |R   |3) <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A> 
621|250|3|NOO|November Orionids                       |2007/08 |1|249.2|92.6|15.4|0.53|-0.04|42|       |       |       |       |       |       |210|0|0|                                        |                                                                                                                                                      |T   |4) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A> 
622|250|4|NOO|November Orionids                       | annual |1|248|91.9|15.2|0.73|-0.03|44.1|       |       |       |       |       |       |1219|0|0|                                        |                                                                                                                                                      |T   |5) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A> 
623|250|5|NOO|November Orionids                       |2002/08 |1|246|90.5|15.3|0.761|-0.04|43.1|12.01|0.1066|0.991|142.37|66|67.1|338|0|0|                                        |in Brown et al. (2010) this shower is named Nov. omega Orionids                                                                                       |R   |6) <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A> 
624|250|6|NOO|November Orionids                       | annual |1|247|90.6|15.2|1.03|-0.01|42.5|8.36|0.116|0.99|140.4|67.6|24.4|369|0|0|                                        |in Brown et al. (2010) this shower is named Nov. omega Orionids                                                                                       |T   |7) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
625|250|7|NOO|November Orionids                       | annual |-2|246.1|89.8|15.3|       |       |42.5|11.7|0.119|0.989|140.6|66.1|24.6|1843|0|0|                                        |                                                                                                                                                      |C   |8) Jenniskens et al., 2018 sub. to PSS
626|251|0|IVI|Daytime iota Virginids                  | annual |0|223|210.4|-3.8|       |       |29|1.217|0.985|       |60.7|224.3|10.1|8|0|0|                                        |                                                                                                                                                      |R   |1) <A href='http://adsabs.harvard.edu/abs/1976Icar...27..265S' target=_blank>Sekanina, 1976</A> 
627|252|0|ALY|alpha Lyncids                           | annual |1|268.9|138.8|43.8|       |       |50.4|(25.4) |0.281|       |295.9|268.8|84.4|     |0|0|                                        |                                                                                                                                                      |T   |1) ? PJ
628|252|1|ALY|alpha Lyncids                           | annual |1|272|140.4|39.8|1.13|-0.31|49.5|6.78|0.213|0.969|306.4|272.2|84|3|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
629|252|2|ALY|alpha Lyncids                           | annual |-2|268|134.6|41.4|       |       |48.8|7.11|0.215|0.97|306|268|80.5|11|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
630|253|0|CMI|December Canis Minorids                 | annual |0|252.4|112.9|7.7|       |       |40|       |       |       |       |       |       |     |0|0|                                        |                                                                                                                                                      |    |1) ? 
631|253|1|CMI|December Canis Minorids                 | annual |0|252|102.4|14.5|1.02|-0.09|40.2|1.88|0.074|0.961|152.5|72.2|29.2|32|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
632|253|2|CMI|December Canis Minorids                 | annual |0|255.2|104.9|13.1|       |       |37.7|1.59|0.102|0.937|149|75.2|26.2|301|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
633|254|0|PHO|Phoenicids                              |1958|1|253|15.6|-44.7|       |       |11.7|2.96|0.99|0.67|359|74|13|     |0|0|D/1819 W1 (Blanpain) /2003 WY25         |                                                                                                                                                      |V   |1) <A href='http://adsabs.harvard.edu/abs/1973NASSP.319..183C' target=_blank>Cook, 1973</A> 
