# Shower lookup table measured using GMN data up to May 18, 2023
# Using the wmpl.Utils.ShowerTableMeasurement script in WMPL
# 
# The table is sampled at 0.2 deg solar longitude. The SCE (Sun-centered 
# ecliptic) longitude is the ecliptic longitude minus the solar 
# longitude. The "Disp" column is the measured dispersion which changes 
# over time. A meteor is considered a shower member if it has been observed 
# within 1 deg of solar longitude of a table entry, within 10% of Vg, and
# within the listed dispersion.
#
# IAU showers not present in the table:
# XRI, BIN, OSE, NDD, LOP, FSO, DRG, MXA, HNJ, FCL, LAP, NMV, AAC, VOL, ZPH, 
# ILU, EGR, TPG, JDP, ODS, CRN, OEV, TSC, MBA, BEC, AST, ZPA, EVO, NMD, JMD, 
# OAB, SEC, FVI, AGE, ATH, OVI, PPE, FBO, OMH, 
# 
# Sol  SCE lon  SCE lat       Vg  Disp  IAU IAU
# deg      deg      deg     km/s  deg    No  cd
# 
 33.4  302.948   14.061   61.552  1.65  827 NPE
 33.4  260.014   49.593   52.189  3.73  910 BTC
 33.4  272.799   48.209   52.909  4.27  912 BCY
 33.6  241.704   56.258   47.046  1.57    6 LYR
 33.6  166.990   14.314   18.222  2.97   21 AVB
 33.6  296.623    6.963   64.951  1.50   31 ETA
 33.6  297.096   57.124   42.870  5.46   40 ZCY
 33.6  190.993    5.333   29.480  2.89   47 DLI
 33.6  305.283   56.891   42.655  9.52  348 ARC
 33.6  238.035   42.751   53.284  2.23  518 AHE
 33.6  223.948   61.614   40.427  3.19  581 NHE
 33.6  171.143   38.503   25.616  2.63  647 BCO
 33.6  265.199   24.923   64.930  5.37  648 TAL
 33.6  260.674   71.529   39.371  3.25  653 RLY
 33.6  276.554   -9.526   69.410  3.48  655 APC
 33.6  239.630   -8.607   62.527  3.00  657 GSG
 33.6  359.876   74.352   23.801  2.52  658 EDR
 33.6  195.690   -2.923   32.532  2.94  826 ILI
 33.6  302.931   14.055   61.557  1.63  827 NPE
 33.6  259.978   49.619   52.175  3.73  910 BTC
 33.6  272.789   48.210   52.899  4.27  912 BCY
 33.8  241.832   56.190   47.101  1.50    6 LYR
 33.8  166.888   14.376   18.186  2.95   21 AVB
 33.8  296.573    6.975   64.960  1.50   31 ETA
 33.8  297.104   57.102   42.865  5.46   40 ZCY
 33.8  190.906    5.344   29.423  2.83   47 DLI
 33.8  305.490   56.888   42.604  9.19  348 ARC
 33.8  238.149   42.740   53.340  2.15  518 AHE
 33.8  223.870   61.535   40.450  3.17  581 NHE
 33.8  171.109   38.583   25.605  2.63  647 BCO
 33.8  265.196   24.931   64.923  5.40  648 TAL
 33.8  260.699   71.495   39.392  3.27  653 RLY
 33.8  276.546   -9.524   69.422  3.50  655 APC
 33.8  239.588   -8.695   62.511  3.00  657 GSG
 33.8  359.903   74.298   23.797  2.52  658 EDR
 33.8  195.654   -2.926   32.508  2.98  826 ILI
 33.8  302.914   14.049   61.562  1.62  827 NPE
 33.8  259.942   49.645   52.161  3.73  910 BTC
 33.8  272.778   48.210   52.890  4.27  912 BCY
 34.0  166.785   14.437   18.150  2.94   21 AVB
 34.0  296.524    6.988   64.969  1.50   31 ETA
 34.0  190.820    5.355   29.365  2.78   47 DLI
 34.0  305.697   56.885   42.554  8.87  348 ARC
 34.0  238.264   42.729   53.395  2.23  518 AHE
 34.0  223.791   61.456   40.474  3.16  581 NHE
 34.0  171.074   38.663   25.594  2.63  647 BCO
 34.0  265.193   24.939   64.915  5.44  648 TAL
 34.0  260.724   71.460   39.414  3.29  653 RLY
 34.0  276.537   -9.521   69.434  3.48  655 APC
 34.0  239.546   -8.782   62.495  3.00  657 GSG
 34.0  359.930   74.244   23.792  2.52  658 EDR
 34.0  195.618   -2.929   32.485  3.02  826 ILI
 34.0  302.897   14.043   61.567  1.61  827 NPE
 34.0  259.906   49.671   52.148  3.73  910 BTC
 34.0  272.767   48.211   52.880  4.27  912 BCY
 34.2  166.683   14.499   18.113  2.93   21 AVB
 34.2  296.475    7.000   64.979  1.50   31 ETA
 34.2  190.733    5.366   29.308  2.72   47 DLI
 34.2  305.903   56.882   42.504  8.54  348 ARC
 34.2  238.379   42.718   53.451  2.32  518 AHE
 34.2  223.712   61.376   40.497  3.14  581 NHE
 34.2  171.040   38.743   25.583  2.63  647 BCO
 34.2  265.190   24.947   64.907  5.48  648 TAL
 34.2  260.749   71.425   39.436  3.31  653 RLY
 34.2  276.528   -9.518   69.445  3.47  655 APC
 34.2  239.503   -8.870   62.478  3.00  657 GSG
 34.2  359.956   74.190   23.788  2.52  658 EDR
 34.2  195.581   -2.933   32.462  3.05  826 ILI
 34.2  302.880   14.037   61.571  1.60  827 NPE
 34.2  259.870   49.696   52.134  3.73  910 BTC
 34.2  272.757   48.211   52.870  4.27  912 BCY
 34.4  166.581   14.560   18.077  2.91   21 AVB
 34.4  296.425    7.012   64.988  1.50   31 ETA
 34.4  190.646    5.377   29.250  2.67   47 DLI
 34.4  306.110   56.879   42.454  8.21  348 ARC
 34.4  238.493   42.707   53.507  2.40  518 AHE
 34.4  223.633   61.297   40.520  3.13  581 NHE
 34.4  171.006   38.823   25.572  2.63  647 BCO
 34.4  265.187   24.955   64.899  5.51  648 TAL
 34.4  260.774   71.390   39.457  3.34  653 RLY
 34.4  276.520   -9.516   69.457  3.45  655 APC
 34.4  239.461   -8.958   62.462  3.00  657 GSG
 34.4  359.983   74.136   23.784  2.52  658 EDR
 34.4  195.545   -2.936   32.439  3.09  826 ILI
 34.4  302.863   14.031   61.576  1.59  827 NPE
 34.4  259.834   49.722   52.120  3.73  910 BTC
 34.4  272.746   48.212   52.861  4.27  912 BCY
 34.6  166.478   14.621   18.041  2.90   21 AVB
 34.6  296.376    7.025   64.998  1.50   31 ETA
 34.6  190.559    5.388   29.192  2.61   47 DLI
 34.6  306.317   56.876   42.403  7.89  348 ARC
 34.6  238.608   42.696   53.563  2.48  518 AHE
 34.6  223.554   61.218   40.543  3.11  581 NHE
 34.6  170.971   38.903   25.561  2.63  647 BCO
 34.6  265.184   24.963   64.892  5.55  648 TAL
 34.6  260.798   71.356   39.479  3.36  653 RLY
 34.6  276.511   -9.513   69.469  3.43  655 APC
 34.6  239.419   -9.046   62.446  3.00  657 GSG
 34.6    0.009   74.082   23.779  2.53  658 EDR
 34.6  195.509   -2.939   32.415  3.13  826 ILI
 34.6  302.846   14.025   61.581  1.57  827 NPE
 34.6  259.798   49.748   52.106  3.73  910 BTC
 34.6  272.735   48.212   52.851  4.27  912 BCY
 34.8  166.376   14.683   18.005  2.89   21 AVB
 34.8  296.327    7.037   65.007  1.50   31 ETA
 34.8  190.472    5.399   29.135  2.56   47 DLI
 34.8  306.524   56.873   42.353  7.56  348 ARC
 34.8  238.722   42.686   53.618  2.56  518 AHE
 34.8  223.475   61.139   40.566  3.10  581 NHE
 34.8  170.937   38.983   25.549  2.63  647 BCO
 34.8  265.181   24.971   64.884  5.59  648 TAL
 34.8  260.823   71.321   39.500  3.38  653 RLY
 34.8  276.503   -9.510   69.480  3.42  655 APC
 34.8  239.377   -9.134   62.430  3.00  657 GSG
 34.8    0.036   74.028   23.775  2.57  658 EDR
 34.8  195.473   -2.942   32.392  3.16  826 ILI
 34.8  302.829   14.018   61.586  1.56  827 NPE
 34.8  259.762   49.774   52.092  3.73  910 BTC
 35.0  166.273   14.744   17.968  2.87   21 AVB
 35.0  296.278    7.049   65.016  1.50   31 ETA
 35.0  190.385    5.409   29.077  2.50   47 DLI
 35.0  168.891   -0.750   19.359  1.50  343 HVI
 35.0  306.730   56.870   42.303  7.24  348 ARC
 35.0  238.837   42.675   53.674  2.64  518 AHE
 35.0  223.396   61.059   40.589  3.08  581 NHE
 35.0  170.903   39.063   25.538  2.63  647 BCO
 35.0  265.178   24.979   64.876  5.62  648 TAL
 35.0  260.848   71.286   39.522  3.40  653 RLY
 35.0  276.494   -9.507   69.492  3.40  655 APC
 35.0  239.334   -9.222   62.414  3.00  657 GSG
 35.0    0.062   73.974   23.770  2.60  658 EDR
 35.0  195.436   -2.946   32.369  3.20  826 ILI
 35.0  302.812   14.012   61.591  1.55  827 NPE
 35.0  259.726   49.800   52.079  3.73  910 BTC
 35.2  166.171   14.806   17.932  2.86   21 AVB
 35.2  296.228    7.062   65.026  1.50   31 ETA
 35.2  190.298    5.420   29.020  2.45   47 DLI
 35.2  168.761   -0.779   19.314  1.50  343 HVI
 35.2  306.937   56.867   42.253  6.91  348 ARC
 35.2  238.951   42.664   53.730  2.72  518 AHE
 35.2  223.317   60.980   40.612  3.07  581 NHE
 35.2  170.869   39.143   25.527  2.63  647 BCO
 35.2  265.175   24.987   64.868  5.64  648 TAL
 35.2  260.873   71.251   39.543  3.42  653 RLY
 35.2  276.485   -9.505   69.504  3.39  655 APC
 35.2  239.292   -9.310   62.398  3.00  657 GSG
 35.2    0.089   73.920   23.766  2.63  658 EDR
 35.2  195.400   -2.949   32.345  3.24  826 ILI
 35.2  302.795   14.006   61.595  1.54  827 NPE
 35.2  259.690   49.825   52.065  3.71  910 BTC
 35.4  166.068   14.867   17.896  2.84   21 AVB
 35.4  296.179    7.074   65.035  1.50   31 ETA
 35.4  190.212    5.431   28.962  2.42   47 DLI
 35.4  168.630   -0.808   19.269  1.50  343 HVI
 35.4  307.144   56.863   42.203  6.59  348 ARC
 35.4  239.066   42.653   53.786  2.80  518 AHE
 35.4  223.239   60.901   40.635  3.05  581 NHE
 35.4  170.834   39.223   25.516  2.63  647 BCO
 35.4  265.172   24.996   64.861  5.64  648 TAL
 35.4  260.898   71.216   39.565  3.45  653 RLY
 35.4  276.477   -9.502   69.515  3.37  655 APC
 35.4  239.250   -9.398   62.381  3.00  657 GSG
 35.4    0.115   73.866   23.762  2.66  658 EDR
 35.4  195.364   -2.952   32.322  3.28  826 ILI
 35.4  302.778   14.000   61.600  1.52  827 NPE
 35.4  259.653   49.851   52.051  3.70  910 BTC
 35.6  165.966   14.929   17.860  2.83   21 AVB
 35.6  296.130    7.086   65.044  1.50   31 ETA
 35.6  190.125    5.442   28.904  2.42   47 DLI
 35.6  168.499   -0.837   19.224  1.50  343 HVI
 35.6  307.351   56.860   42.152  6.26  348 ARC
 35.6  239.180   42.642   53.842  2.88  518 AHE
 35.6  223.160   60.822   40.658  3.03  581 NHE
 35.6  170.800   39.303   25.505  2.63  647 BCO
 35.6  265.169   25.004   64.853  5.64  648 TAL
 35.6  260.923   71.182   39.587  3.47  653 RLY
 35.6  276.468   -9.499   69.527  3.35  655 APC
 35.6  239.208   -9.486   62.365  3.00  657 GSG
 35.6    0.142   73.812   23.757  2.70  658 EDR
 35.6  195.328   -2.955   32.299  3.31  826 ILI
 35.6  302.761   13.994   61.605  1.51  827 NPE
 35.6  259.617   49.877   52.037  3.69  910 BTC
 35.8  165.863   14.990   17.824  2.82   21 AVB
 35.8  296.080    7.099   65.054  1.50   31 ETA
 35.8  190.038    5.453   28.847  2.42   47 DLI
 35.8  168.369   -0.866   19.180  1.50  343 HVI
 35.8  307.557   56.857   42.102  5.94  348 ARC
 35.8  239.295   42.632   53.897  2.96  518 AHE
 35.8  223.081   60.742   40.681  3.02  581 NHE
 35.8  170.766   39.384   25.494  2.63  647 BCO
 35.8  265.166   25.012   64.845  5.64  648 TAL
 35.8  260.948   71.147   39.608  3.49  653 RLY
 35.8  276.459   -9.497   69.539  3.34  655 APC
 35.8  239.165   -9.574   62.349  3.00  657 GSG
 35.8    0.169   73.758   23.753  2.73  658 EDR
 35.8  155.390    3.916   14.999  3.00  730 ATV
 35.8  195.292   -2.958   32.276  3.35  826 ILI
 35.8  302.744   13.988   61.610  1.50  827 NPE
 35.8  259.581   49.903   52.024  3.68  910 BTC
 36.0  165.761   15.051   17.787  2.80   21 AVB
 36.0  296.031    7.111   65.063  1.50   31 ETA
 36.0  189.951    5.464   28.789  2.42   47 DLI
 36.0  168.238   -0.894   19.135  1.50  343 HVI
 36.0  307.764   56.854   42.052  5.61  348 ARC
 36.0  239.409   42.621   53.953  3.00  518 AHE
 36.0  223.002   60.663   40.704  3.00  581 NHE
 36.0  170.731   39.464   25.483  2.63  647 BCO
 36.0  265.163   25.020   64.837  5.64  648 TAL
 36.0  260.973   71.112   39.630  3.52  653 RLY
 36.0  276.451   -9.494   69.551  3.32  655 APC
 36.0    0.195   73.704   23.748  2.76  658 EDR
 36.0  155.516    3.880   14.982  3.00  730 ATV
 36.0  195.255   -2.962   32.252  3.39  826 ILI
 36.0  302.727   13.982   61.614  1.50  827 NPE
 36.0  259.545   49.929   52.010  3.67  910 BTC
 36.2  165.658   15.113   17.751  2.79   21 AVB
 36.2  295.982    7.123   65.072  1.50   31 ETA
 36.2  189.864    5.475   28.731  2.42   47 DLI
 36.2  168.107   -0.923   19.090  1.50  343 HVI
 36.2  307.971   56.851   42.002  5.29  348 ARC
 36.2  222.923   60.584   40.727  2.99  581 NHE
 36.2  170.697   39.544   25.472  2.63  647 BCO
 36.2  265.160   25.028   64.830  5.64  648 TAL
 36.2  260.998   71.077   39.651  3.57  653 RLY
 36.2  276.442   -9.491   69.562  3.30  655 APC
 36.2    0.222   73.650   23.744  2.79  658 EDR
 36.2  155.641    3.844   14.965  3.00  730 ATV
 36.2  195.219   -2.965   32.229  3.43  826 ILI
 36.2  302.710   13.976   61.619  1.50  827 NPE
 36.2  259.509   49.955   51.996  3.66  910 BTC
 36.4  165.556   15.174   17.715  2.78   21 AVB
 36.4  295.932    7.136   65.082  1.50   31 ETA
 36.4  189.777    5.486   28.674  2.42   47 DLI
 36.4  167.976   -0.952   19.045  1.50  343 HVI
 36.4  308.178   56.848   41.952  4.96  348 ARC
 36.4  222.844   60.505   40.750  2.97  581 NHE
 36.4  170.663   39.624   25.461  2.63  647 BCO
 36.4  265.156   25.036   64.822  5.64  648 TAL
 36.4  261.022   71.042   39.673  3.61  653 RLY
 36.4  276.433   -9.489   69.574  3.29  655 APC
 36.4    0.248   73.596   23.740  2.82  658 EDR
 36.4  155.767    3.809   14.948  3.06  730 ATV
 36.4  195.183   -2.968   32.206  3.46  826 ILI
 36.4  302.693   13.970   61.624  1.50  827 NPE
 36.4  259.473   49.980   51.982  3.65  910 BTC
 36.6  165.453   15.236   17.679  2.76   21 AVB
 36.6  295.883    7.148   65.091  1.50   31 ETA
 36.6  189.691    5.497   28.616  2.42   47 DLI
 36.6  167.846   -0.981   19.001  1.50  343 HVI
 36.6  308.385   56.845   41.901  4.64  348 ARC
 36.6  222.765   60.425   40.773  2.96  581 NHE
 36.6  170.629   39.704   25.450  2.63  647 BCO
 36.6  265.153   25.044   64.814  5.64  648 TAL
 36.6  261.047   71.008   39.694  3.65  653 RLY
 36.6  276.425   -9.486   69.586  3.27  655 APC
 36.6    0.275   73.542   23.735  2.86  658 EDR
 36.6  155.892    3.773   14.930  3.11  730 ATV
 36.6  195.147   -2.971   32.183  3.50  826 ILI
 36.6  302.676   13.964   61.629  1.50  827 NPE
 36.6  259.437   50.006   51.968  3.64  910 BTC
 36.8  165.351   15.297   17.642  2.75   21 AVB
 36.8  295.834    7.160   65.100  1.50   31 ETA
 36.8  189.604    5.508   28.559  2.42   47 DLI
 36.8  167.715   -1.010   18.956  1.50  343 HVI
 36.8  308.591   56.842   41.851  4.31  348 ARC
 36.8  222.686   60.346   40.796  2.94  581 NHE
 36.8  170.594   39.784   25.439  2.63  647 BCO
 36.8  265.150   25.052   64.806  5.64  648 TAL
 36.8  261.072   70.973   39.716  3.70  653 RLY
 36.8  276.416   -9.483   69.597  3.25  655 APC
 36.8    0.301   73.488   23.731  2.89  658 EDR
 36.8  156.018    3.737   14.913  3.17  730 ATV
 36.8  195.110   -2.975   32.159  3.46  826 ILI
 36.8  302.659   13.958   61.633  1.50  827 NPE
 36.8  259.401   50.032   51.955  3.63  910 BTC
 37.0  165.248   15.359   17.606  2.73   21 AVB
 37.0  295.784    7.172   65.110  1.50   31 ETA
 37.0  189.517    5.519   28.501  2.42   47 DLI
 37.0  167.584   -1.038   18.911  1.53  343 HVI
 37.0  308.798   56.839   41.801  3.99  348 ARC
 37.0  222.608   60.267   40.819  2.93  581 NHE
 37.0  170.560   39.864   25.428  2.63  647 BCO
 37.0  265.147   25.060   64.798  5.64  648 TAL
 37.0  261.097   70.938   39.738  3.74  653 RLY
 37.0  276.408   -9.481   69.609  3.24  655 APC
 37.0    0.328   73.434   23.726  2.92  658 EDR
 37.0  156.143    3.701   14.896  3.22  730 ATV
 37.0  195.074   -2.978   32.136  3.42  826 ILI
 37.0  302.642   13.952   61.638  1.50  827 NPE
 37.0  259.365   50.058   51.941  3.62  910 BTC
 37.2  165.146   15.420   17.570  2.72   21 AVB
 37.2  295.735    7.185   65.119  1.50   31 ETA
 37.2  189.430    5.529   28.443  2.42   47 DLI
 37.2  167.454   -1.067   18.866  1.58  343 HVI
 37.2  309.005   56.836   41.751  3.66  348 ARC
 37.2  222.529   60.188   40.842  2.91  581 NHE
 37.2  265.144   25.068   64.791  5.64  648 TAL
 37.2  261.122   70.903   39.759  3.79  653 RLY
 37.2  276.399   -9.478   69.621  3.22  655 APC
 37.2    0.355   73.380   23.722  2.95  658 EDR
 37.2  156.269    3.665   14.878  3.28  730 ATV
 37.2  195.038   -2.981   32.113  3.37  826 ILI
 37.2  302.625   13.946   61.643  1.50  827 NPE
 37.2  259.329   50.084   51.927  3.61  910 BTC
 37.4  165.043   15.481   17.534  2.71   21 AVB
 37.4  295.686    7.197   65.129  1.50   31 ETA
 37.4  189.343    5.540   28.386  2.42   47 DLI
 37.4  167.323   -1.096   18.822  1.64  343 HVI
 37.4  309.212   56.832   41.701  3.50  348 ARC
 37.4  222.450   60.109   40.865  2.89  581 NHE
 37.4  265.141   25.076   64.783  5.64  648 TAL
 37.4  261.147   70.868   39.781  3.83  653 RLY
 37.4  276.390   -9.475   69.632  3.20  655 APC
 37.4    0.381   73.326   23.718  2.99  658 EDR
 37.4  156.395    3.630   14.861  3.33  730 ATV
 37.4  195.002   -2.984   32.090  3.33  826 ILI
 37.4  302.608   13.940   61.648  1.50  827 NPE
 37.4  259.293   50.110   51.913  3.60  910 BTC
 37.6  164.941   15.543   17.497  2.69   21 AVB
 37.6  295.636    7.209   65.138  1.50   31 ETA
 37.6  167.192   -1.125   18.777  1.69  343 HVI
 37.6  309.418   56.829   41.650  3.51  348 ARC
 37.6  222.371   60.029   40.889  2.88  581 NHE
 37.6  265.138   25.084   64.775  5.64  648 TAL
 37.6  261.172   70.834   39.802  3.87  653 RLY
 37.6  276.382   -9.473   69.644  3.19  655 APC
 37.6    0.408   73.271   23.713  3.02  658 EDR
 37.6  156.520    3.594   14.844  3.39  730 ATV
 37.6  194.965   -2.987   32.066  3.29  826 ILI
 37.6  302.591   13.934   61.653  1.50  827 NPE
 37.6  259.257   50.135   51.900  3.59  910 BTC
 37.8  164.838   15.604   17.461  2.68   21 AVB
 37.8  295.587    7.222   65.147  1.51   31 ETA
 37.8  167.062   -1.154   18.732  1.74  343 HVI
 37.8  309.625   56.826   41.600  3.51  348 ARC
 37.8  222.292   59.950   40.912  2.87  581 NHE
 37.8  265.135   25.092   64.767  5.64  648 TAL
 37.8  261.197   70.799   39.824  3.92  653 RLY
 37.8  276.373   -9.470   69.656  3.17  655 APC
 37.8    0.434   73.217   23.709  3.05  658 EDR
 37.8  156.646    3.558   14.827  3.44  730 ATV
 37.8  194.929   -2.991   32.043  3.25  826 ILI
 37.8  302.574   13.928   61.657  1.50  827 NPE
 37.8  259.221   50.161   51.886  3.58  910 BTC
 38.0  164.736   15.666   17.425  2.67   21 AVB
 38.0  295.538    7.234   65.157  1.52   31 ETA
 38.0  166.931   -1.183   18.687  1.80  343 HVI
 38.0  309.832   56.823   41.550  3.51  348 ARC
 38.0  247.878   51.503   32.216  3.00  349 LLY
 38.0  222.213   59.871   40.935  2.87  581 NHE
 38.0  265.132   25.100   64.760  5.64  648 TAL
 38.0  261.222   70.764   39.846  3.96  653 RLY
 38.0  276.364   -9.467   69.668  3.16  655 APC
 38.0    0.461   73.163   23.704  3.08  658 EDR
 38.0  156.771    3.522   14.809  3.50  730 ATV
 38.0  194.893   -2.994   32.020  3.21  826 ILI
 38.0  302.557   13.922   61.662  1.50  827 NPE
 38.0  259.185   50.187   51.872  3.57  910 BTC
 38.2  164.633   15.727   17.389  2.65   21 AVB
 38.2  295.488    7.246   65.166  1.53   31 ETA
 38.2  166.800   -1.211   18.643  1.85  343 HVI
 38.2  310.039   56.820   41.500  3.52  348 ARC
 38.2  247.908   51.468   32.206  3.00  349 LLY
 38.2  222.134   59.792   40.958  2.87  581 NHE
 38.2  265.129   25.108   64.752  5.64  648 TAL
 38.2  261.246   70.729   39.867  4.01  653 RLY
 38.2  276.356   -9.465   69.679  3.14  655 APC
 38.2    0.487   73.109   23.700  3.11  658 EDR
 38.2  156.897    3.487   14.792  3.46  730 ATV
 38.2  194.857   -2.997   31.997  3.17  826 ILI
 38.2  302.540   13.916   61.667  1.50  827 NPE
 38.2  259.149   50.213   51.858  3.56  910 BTC
 38.2  269.792   44.679   56.083  4.94  911 TVU
 38.4  164.531   15.789   17.353  2.64   21 AVB
 38.4  295.439    7.259   65.175  1.55   31 ETA
 38.4  166.670   -1.240   18.598  1.91  343 HVI
 38.4  310.245   56.817   41.449  3.52  348 ARC
 38.4  247.938   51.434   32.196  3.00  349 LLY
 38.4  222.055   59.712   40.981  2.87  581 NHE
 38.4  265.126   25.116   64.744  5.64  648 TAL
 38.4  261.271   70.695   39.889  4.05  653 RLY
 38.4  276.347   -9.462   69.691  3.12  655 APC
 38.4    0.514   73.055   23.696  3.15  658 EDR
 38.4  157.022    3.451   14.775  3.42  730 ATV
 38.4  194.821   -3.000   31.973  3.12  826 ILI
 38.4  302.523   13.910   61.672  1.50  827 NPE
 38.4  259.113   50.239   51.844  3.55  910 BTC
 38.4  269.763   44.753   56.025  4.94  911 TVU
 38.6  164.428   15.850   17.316  2.62   21 AVB
 38.6  295.390    7.271   65.185  1.56   31 ETA
 38.6  166.539   -1.269   18.553  1.96  343 HVI
 38.6  328.051   31.471   43.311  3.00  347 BPG
 38.6  310.452   56.814   41.399  3.53  348 ARC
 38.6  247.969   51.400   32.187  3.00  349 LLY
 38.6  280.342   13.444   68.000  1.50  519 BAQ
 38.6  221.977   59.633   41.004  2.87  581 NHE
 38.6  265.123   25.124   64.736  5.64  648 TAL
 38.6  261.296   70.660   39.910  4.09  653 RLY
 38.6  276.338   -9.459   69.703  3.11  655 APC
 38.6    0.540   73.001   23.691  3.18  658 EDR
 38.6  157.148    3.415   14.757  3.38  730 ATV
 38.6  194.784   -3.004   31.950  3.08  826 ILI
 38.6  302.507   13.904   61.676  1.50  827 NPE
 38.6  259.076   50.264   51.831  3.54  910 BTC
 38.6  269.733   44.827   55.968  4.94  911 TVU
 38.8  164.326   15.912   17.280  2.61   21 AVB
 38.8  295.341    7.283   65.194  1.57   31 ETA
 38.8  166.408   -1.298   18.508  2.01  343 HVI
 38.8  328.052   31.394   43.313  3.00  347 BPG
 38.8  310.659   56.811   41.349  3.53  348 ARC
 38.8  247.999   51.365   32.177  3.00  349 LLY
 38.8  280.313   13.439   68.012  1.50  519 BAQ
 38.8  221.898   59.554   41.027  2.87  581 NHE
 38.8  265.120   25.132   64.729  5.64  648 TAL
 38.8  261.321   70.625   39.932  4.14  653 RLY
 38.8  276.330   -9.456   69.714  3.09  655 APC
 38.8    0.567   72.947   23.687  3.21  658 EDR
 38.8  229.568   40.332   50.936  3.39  661 OTH
 38.8  157.273    3.379   14.740  3.35  730 ATV
 38.8  194.748   -3.007   31.927  3.04  826 ILI
 38.8  302.490   13.898   61.681  1.50  827 NPE
 38.8  259.040   50.290   51.817  3.53  910 BTC
 38.8  269.704   44.900   55.910  4.94  911 TVU
 39.0  164.223   15.973   17.244  2.60   21 AVB
 39.0  295.291    7.296   65.203  1.58   31 ETA
 39.0  166.277   -1.327   18.464  2.07  343 HVI
 39.0  328.052   31.318   43.315  3.00  347 BPG
 39.0  310.866   56.808   41.299  3.53  348 ARC
 39.0  248.029   51.331   32.167  3.00  349 LLY
 39.0  280.285   13.435   68.023  1.50  519 BAQ
 39.0  221.819   59.475   41.050  2.87  581 NHE
 39.0  265.117   25.140   64.721  5.64  648 TAL
 39.0  261.346   70.590   39.953  4.18  653 RLY
 39.0  276.321   -9.454   69.726  3.07  655 APC
 39.0    0.594   72.893   23.682  3.24  658 EDR
 39.0  229.615   40.387   50.931  3.39  661 OTH
 39.0  157.399    3.343   14.723  3.31  730 ATV
 39.0  194.712   -3.010   31.903  3.00  826 ILI
 39.0  302.473   13.891   61.686  1.50  827 NPE
 39.0  259.004   50.316   51.803  3.52  910 BTC
 39.0  269.674   44.974   55.853  4.94  911 TVU
 39.2  164.121   16.034   17.208  2.58   21 AVB
 39.2  295.242    7.308   65.213  1.59   31 ETA
 39.2  166.147   -1.355   18.419  2.12  343 HVI
 39.2  328.053   31.242   43.317  3.00  347 BPG
 39.2  311.072   56.805   41.249  3.54  348 ARC
 39.2  248.060   51.297   32.157  3.00  349 LLY
 39.2  280.256   13.430   68.034  1.50  519 BAQ
 39.2  221.740   59.395   41.073  2.87  581 NHE
 39.2  265.114   25.148   64.713  5.64  648 TAL
 39.2  261.371   70.555   39.975  4.23  653 RLY
 39.2  276.313   -9.451   69.738  3.06  655 APC
 39.2    0.620   72.839   23.678  3.27  658 EDR
 39.2  203.695   -5.361   37.720  2.75  660 EPS
 39.2  229.663   40.441   50.926  3.39  661 OTH
 39.2  157.524    3.308   14.706  3.27  730 ATV
 39.2  194.676   -3.013   31.880  2.96  826 ILI
 39.2  302.456   13.885   61.691  1.50  827 NPE
 39.2  258.968   50.342   51.789  3.51  910 BTC
 39.2  269.645   45.047   55.795  4.94  911 TVU
 39.4  164.018   16.096   17.171  2.57   21 AVB
 39.4  295.193    7.320   65.222  1.60   31 ETA
 39.4  166.016   -1.384   18.374  2.18  343 HVI
 39.4  328.054   31.166   43.319  3.00  347 BPG
 39.4  311.279   56.802   41.198  3.54  348 ARC
 39.4  248.090   51.262   32.147  3.00  349 LLY
 39.4  280.228   13.426   68.046  1.50  519 BAQ
 39.4  221.661   59.316   41.096  2.87  581 NHE
 39.4  265.111   25.157   64.705  5.64  648 TAL
 39.4  261.396   70.521   39.997  4.27  653 RLY
 39.4  276.304   -9.448   69.749  3.04  655 APC
 39.4    0.647   72.785   23.674  3.31  658 EDR
 39.4  203.658   -5.366   37.695  2.75  660 EPS
 39.4  229.710   40.495   50.921  3.39  661 OTH
 39.4  157.650    3.272   14.688  3.23  730 ATV
 39.4  194.639   -3.016   31.857  2.91  826 ILI
 39.4  302.439   13.879   61.695  1.50  827 NPE
 39.4  258.932   50.368   51.775  3.50  910 BTC
 39.4  269.616   45.121   55.738  4.94  911 TVU
 39.6  163.916   16.157   17.135  2.56   21 AVB
 39.6  295.143    7.333   65.231  1.61   31 ETA
 39.6  165.885   -1.413   18.329  2.23  343 HVI
 39.6  328.055   31.090   43.322  3.00  347 BPG
 39.6  311.486   56.798   41.148  3.55  348 ARC
 39.6  248.120   51.228   32.138  3.00  349 LLY
 39.6  280.199   13.422   68.057  1.50  519 BAQ
 39.6  221.582   59.237   41.119  2.87  581 NHE
 39.6  265.108   25.165   64.697  5.64  648 TAL
 39.6  261.421   70.486   40.018  4.31  653 RLY
 39.6  276.295   -9.446   69.761  3.02  655 APC
 39.6    0.673   72.731   23.669  3.34  658 EDR
 39.6  203.620   -5.372   37.670  2.75  660 EPS
 39.6  229.758   40.549   50.917  3.39  661 OTH
 39.6  157.775    3.236   14.671  3.19  730 ATV
 39.6  194.603   -3.020   31.834  2.87  826 ILI
 39.6  302.422   13.873   61.700  1.50  827 NPE
 39.6  258.896   50.394   51.762  3.49  910 BTC
 39.6  269.586   45.195   55.680  4.94  911 TVU
