# Shower lookup table measured using GMN data up to May 18, 2023
# Using the wmpl.Utils.ShowerTableMeasurement script in WMPL
# 
# The table is sampled at 0.2 deg solar longitude. The SCE (Sun-centered 
# ecliptic) longitude is the ecliptic longitude minus the solar 
# longitude. The "Disp" column is the measured dispersion which changes 
# over time. A meteor is considered a shower member if it has been observed 
# within 1 deg of solar longitude of a table entry, within 10% of Vg, and
# within the listed dispersion.
#
# IAU showers not present in the table:
# XRI, BIN, OSE, NDD, LOP, FSO, DRG, MXA, HNJ, FCL, LAP, NMV, AAC, VOL, ZPH, 
# ILU, EGR, TPG, JDP, ODS, CRN, OEV, TSC, MBA, BEC, AST, ZPA, EVO, NMD, JMD, 
# OAB, SEC, FVI, AGE, ATH, OVI, PPE, FBO, OMH, 
# 
# Sol  SCE lon  SCE lat       Vg  Disp  IAU IAU
# deg      deg      deg     km/s  deg    No  cd
# 
269.6  293.572   14.751   66.188  2.76  428 DSV
269.6  284.254   18.002   68.011  2.09  502 DRV
269.6  210.033   -7.131   40.836  2.69  515 OLE
269.6  236.240  -14.126   61.642  1.74  529 EHY
269.6  246.701  -13.983   66.072  2.97  561 SSX
269.6  234.271   31.725   56.295  3.45  563 DOU
269.6  251.505   29.625   62.203  3.00  564 SUM
269.6  209.085    7.050   38.737  3.48  644 JLL
269.6  182.751    3.120   23.372  2.80  726 DEG
269.6  259.183  -60.659   43.047  3.57  784 KVE
269.6  275.408  -60.448   45.064  3.00  785 TCD
269.6  254.126  -12.179   67.640  3.12  824 DEX
269.6  296.592   82.091   25.794  3.00  843 DMD
269.8  219.434   71.748   33.312  2.75   15 URS
269.8  229.505  -16.729   57.776  1.52   16 HYD
269.8  242.786   20.888   62.898  1.76   20 COM
269.8  189.863   -4.994   27.612  2.61   97 SCC
269.8  272.979  -12.924   69.787  3.37  101 PIH
269.8  218.424   23.763   50.368  3.18  252 ALY
269.8  207.583   -9.138   37.064  3.11  253 CMI
269.8  187.539    2.448   26.433  2.99  256 ORN
269.8  185.340   -5.373   25.087  2.49  257 ORS
269.8  175.976   -8.622   19.758  4.23  288 DSA
269.8  174.323  -43.965   24.009  3.81  308 PIP
269.8  269.665  -44.612   57.127  3.40  318 MVE
269.8  329.140   16.582   44.053  3.11  330 SSE
269.8  289.771   -5.679   68.606  2.30  335 XVI
269.8  259.982  -31.592   63.467  3.23  340 TPY
269.8  210.159  -29.981   43.365  3.41  395 GCM
269.8  293.548   14.773   66.189  2.78  428 DSV
269.8  284.227   18.047   68.011  2.09  502 DRV
269.8  210.032   -7.124   40.833  2.70  515 OLE
269.8  236.214  -14.117   61.632  1.71  529 EHY
269.8  246.701  -13.962   66.098  2.90  561 SSX
269.8  234.289   31.748   56.298  3.50  563 DOU
269.8  251.483   29.638   62.182  3.00  564 SUM
269.8  209.058    7.055   38.715  3.50  644 JLL
269.8  182.672    3.106   23.344  2.91  726 DEG
269.8  259.237  -60.632   43.049  3.57  784 KVE
269.8  275.484  -60.397   45.112  3.00  785 TCD
269.8  254.038  -12.156   67.597  3.06  824 DEX
269.8  296.990   82.042   25.815  3.00  843 DMD
270.0  219.175   71.799   33.253  2.68   15 URS
270.0  242.775   20.873   62.897  1.75   20 COM
270.0  189.849   -4.992   27.607  2.61   97 SCC
270.0  272.934  -12.910   69.792  3.37  101 PIH
270.0  218.456   23.769   50.390  3.17  252 ALY
270.0  207.567   -9.141   37.048  3.11  253 CMI
270.0  187.497    2.449   26.413  2.98  256 ORN
270.0  185.299   -5.378   25.067  2.49  257 ORS
270.0  175.946   -8.626   19.751  4.20  288 DSA
270.0  174.383  -44.105   24.032  3.81  308 PIP
270.0  269.729  -44.562   57.183  3.40  318 MVE
270.0  329.073   16.574   44.100  3.12  330 SSE
270.0  289.719   -5.692   68.618  2.27  335 XVI
270.0  259.999  -31.554   63.481  3.26  340 TPY
270.0  210.152  -29.986   43.367  3.40  395 GCM
270.0  293.523   14.796   66.189  2.80  428 DSV
270.0  284.201   18.091   68.011  2.09  502 DRV
270.0  210.031   -7.116   40.831  2.71  515 OLE
270.0  236.188  -14.107   61.621  1.67  529 EHY
270.0  246.701  -13.940   66.124  2.83  561 SSX
270.0  234.306   31.770   56.301  3.47  563 DOU
270.0  251.460   29.652   62.161  3.00  564 SUM
270.0  209.031    7.060   38.692  3.49  644 JLL
270.0  182.593    3.093   23.316  3.01  726 DEG
270.0  259.290  -60.604   43.052  3.57  784 KVE
270.0  275.560  -60.347   45.161  3.00  785 TCD
270.0  253.949  -12.133   67.555  3.00  824 DEX
270.0  297.388   81.994   25.837  3.00  843 DMD
270.2  218.916   71.849   33.195  2.61   15 URS
270.2  242.765   20.858   62.897  1.74   20 COM
270.2  189.835   -4.989   27.602  2.61   97 SCC
270.2  272.888  -12.895   69.798  3.38  101 PIH
270.2  218.489   23.775   50.413  3.17  252 ALY
270.2  207.551   -9.145   37.033  3.10  253 CMI
270.2  187.455    2.451   26.393  2.96  256 ORN
270.2  185.257   -5.383   25.046  2.49  257 ORS
270.2  175.915   -8.631   19.745  4.17  288 DSA
270.2  174.442  -44.245   24.055  3.81  308 PIP
270.2  269.793  -44.512   57.238  3.39  318 MVE
270.2  329.006   16.566   44.146  3.13  330 SSE
270.2  289.667   -5.705   68.630  2.23  335 XVI
270.2  260.015  -31.516   63.495  3.28  340 TPY
270.2  210.145  -29.992   43.369  3.38  395 GCM
270.2  293.499   14.818   66.189  2.83  428 DSV
270.2  284.174   18.136   68.011  2.09  502 DRV
270.2  210.030   -7.109   40.828  2.72  515 OLE
270.2  236.161  -14.098   61.611  1.64  529 EHY
270.2  246.701  -13.918   66.150  2.77  561 SSX
270.2  234.324   31.792   56.304  3.45  563 DOU
270.2  251.438   29.666   62.140  3.00  564 SUM
270.2  209.004    7.064   38.669  3.49  644 JLL
270.2  182.513    3.080   23.287  3.12  726 DEG
270.2  259.344  -60.577   43.054  3.56  784 KVE
270.2  275.635  -60.296   45.210  3.00  785 TCD
270.2  253.860  -12.109   67.512  3.00  824 DEX
270.2  297.786   81.945   25.858  3.00  843 DMD
270.4  218.658   71.899   33.137  2.54   15 URS
270.4  242.755   20.843   62.897  1.74   20 COM
270.4  189.821   -4.986   27.597  2.61   97 SCC
270.4  272.842  -12.881   69.803  3.38  101 PIH
270.4  218.522   23.780   50.435  3.16  252 ALY
270.4  207.535   -9.148   37.017  3.10  253 CMI
270.4  187.412    2.453   26.373  2.95  256 ORN
270.4  185.215   -5.388   25.026  2.49  257 ORS
270.4  175.885   -8.636   19.738  4.14  288 DSA
270.4  174.502  -44.385   24.079  3.81  308 PIP
270.4  269.858  -44.461   57.294  3.38  318 MVE
270.4  328.939   16.558   44.192  3.14  330 SSE
270.4  289.615   -5.718   68.643  2.20  335 XVI
270.4  260.032  -31.478   63.509  3.31  340 TPY
270.4  210.137  -29.997   43.371  3.36  395 GCM
270.4  293.474   14.841   66.189  2.85  428 DSV
270.4  284.148   18.180   68.011  2.09  502 DRV
270.4  210.029   -7.102   40.826  2.72  515 OLE
270.4  236.135  -14.089   61.600  1.60  529 EHY
270.4  246.702  -13.896   66.177  2.70  561 SSX
270.4  234.342   31.815   56.307  3.42  563 DOU
270.4  251.415   29.680   62.119  3.00  564 SUM
270.4  208.977    7.069   38.646  3.48  644 JLL
270.4  182.434    3.067   23.259  3.23  726 DEG
270.4  275.343   -6.948   70.588  3.00  729 DCO
270.4  259.397  -60.550   43.057  3.56  784 KVE
270.4  275.711  -60.245   45.258  3.01  785 TCD
270.4  253.771  -12.086   67.470  3.00  824 DEX
270.4  298.185   81.896   25.879  3.00  843 DMD
270.6  218.399   71.950   33.079  2.61   15 URS
270.6  242.744   20.828   62.897  1.73   20 COM
270.6  189.808   -4.984   27.592  2.61   97 SCC
270.6  272.796  -12.867   69.809  3.38  101 PIH
270.6  218.555   23.786   50.457  3.15  252 ALY
270.6  207.519   -9.151   37.002  3.09  253 CMI
270.6  187.370    2.454   26.353  2.94  256 ORN
270.6  185.173   -5.393   25.005  2.49  257 ORS
270.6  175.855   -8.641   19.731  4.11  288 DSA
270.6  174.561  -44.525   24.102  3.80  308 PIP
270.6  269.922  -44.411   57.350  3.37  318 MVE
270.6  328.872   16.551   44.238  3.15  330 SSE
270.6  289.564   -5.731   68.655  2.16  335 XVI
270.6  260.049  -31.440   63.523  3.33  340 TPY
270.6  210.130  -30.003   43.373  3.35  395 GCM
270.6  293.450   14.863   66.190  2.87  428 DSV
270.6  284.122   18.225   68.011  2.09  502 DRV
270.6  210.027   -7.094   40.823  2.73  515 OLE
270.6  236.109  -14.079   61.589  1.57  529 EHY
270.6  246.702  -13.875   66.203  2.63  561 SSX
270.6  234.359   31.837   56.309  3.39  563 DOU
270.6  251.393   29.693   62.098  3.00  564 SUM
270.6  208.951    7.073   38.624  3.47  644 JLL
270.6  182.355    3.054   23.231  3.34  726 DEG
270.6  275.268   -6.900   70.579  3.00  729 DCO
270.6  259.451  -60.522   43.059  3.56  784 KVE
270.6  275.786  -60.195   45.307  3.03  785 TCD
270.6  298.583   81.847   25.900  3.00  843 DMD
270.8  218.140   72.000   33.021  2.68   15 URS
270.8  242.734   20.813   62.897  1.72   20 COM
270.8  191.695    1.790   28.804  3.09   96 NCC
270.8  189.794   -4.981   27.587  2.61   97 SCC
270.8  272.751  -12.852   69.814  3.38  101 PIH
270.8  218.587   23.792   50.479  3.14  252 ALY
270.8  207.502   -9.154   36.986  3.09  253 CMI
270.8  187.327    2.456   26.333  2.92  256 ORN
270.8  185.132   -5.398   24.985  2.49  257 ORS
270.8  175.824   -8.645   19.724  4.08  288 DSA
270.8  174.621  -44.665   24.125  3.80  308 PIP
270.8  269.986  -44.361   57.406  3.36  318 MVE
270.8  328.805   16.543   44.285  3.16  330 SSE
270.8  289.512   -5.744   68.667  2.13  335 XVI
270.8  260.065  -31.402   63.537  3.36  340 TPY
270.8  210.123  -30.009   43.375  3.33  395 GCM
270.8  293.426   14.886   66.190  2.89  428 DSV
270.8  284.095   18.269   68.011  2.09  502 DRV
270.8  210.026   -7.087   40.821  2.74  515 OLE
270.8  236.083  -14.070   61.579  1.53  529 EHY
270.8  246.702  -13.853   66.229  2.57  561 SSX
270.8  234.377   31.859   56.312  3.37  563 DOU
270.8  251.370   29.707   62.077  3.04  564 SUM
270.8  208.924    7.078   38.601  3.47  644 JLL
270.8  182.275    3.040   23.203  3.45  726 DEG
270.8  199.307    0.369   33.773  3.00  728 PGE
270.8  275.193   -6.853   70.570  3.00  729 DCO
270.8  259.504  -60.495   43.062  3.55  784 KVE
270.8  275.862  -60.144   45.356  3.05  785 TCD
270.8  211.771  -36.881   43.306  3.00  786 SXP
270.8  298.981   81.799   25.921  3.00  843 DMD
271.0  217.881   72.051   32.963  2.75   15 URS
271.0  242.724   20.798   62.897  1.71   20 COM
271.0  191.671    1.795   28.793  3.09   96 NCC
271.0  189.780   -4.979   27.582  2.61   97 SCC
271.0  272.705  -12.838   69.820  3.39  101 PIH
271.0  218.620   23.798   50.501  3.13  252 ALY
271.0  207.486   -9.157   36.970  3.08  253 CMI
271.0  187.285    2.458   26.313  2.91  256 ORN
271.0  185.090   -5.403   24.964  2.49  257 ORS
271.0  175.794   -8.650   19.717  4.05  288 DSA
271.0  174.680  -44.805   24.149  3.79  308 PIP
271.0  270.050  -44.310   57.461  3.35  318 MVE
271.0  328.738   16.535   44.331  3.17  330 SSE
271.0  289.460   -5.757   68.680  2.09  335 XVI
271.0  260.082  -31.364   63.550  3.39  340 TPY
271.0  210.116  -30.014   43.377  3.31  395 GCM
271.0  293.401   14.908   66.190  2.92  428 DSV
271.0  284.069   18.314   68.011  2.09  502 DRV
271.0  210.025   -7.080   40.818  2.75  515 OLE
271.0  236.057  -14.060   61.568  1.50  529 EHY
271.0  246.702  -13.831   66.255  2.50  561 SSX
271.0  234.394   31.882   56.315  3.34  563 DOU
271.0  251.348   29.721   62.056  3.08  564 SUM
271.0  208.897    7.082   38.578  3.46  644 JLL
271.0  182.196    3.027   23.175  3.43  726 DEG
271.0  199.284    0.390   33.783  3.00  728 PGE
271.0  275.118   -6.805   70.561  3.00  729 DCO
271.0  259.558  -60.468   43.065  3.55  784 KVE
271.0  275.938  -60.094   45.405  3.07  785 TCD
271.0  211.678  -36.940   43.256  3.00  786 SXP
271.0  299.379   81.750   25.942  3.00  843 DMD
271.2  217.623   72.101   32.905  2.82   15 URS
271.2  242.713   20.783   62.897  1.71   20 COM
271.2  191.648    1.800   28.782  3.09   96 NCC
271.2  189.766   -4.976   27.577  2.61   97 SCC
271.2  272.659  -12.824   69.825  3.39  101 PIH
271.2  218.653   23.804   50.523  3.12  252 ALY
271.2  207.470   -9.160   36.955  3.08  253 CMI
271.2  187.243    2.459   26.293  2.89  256 ORN
271.2  185.048   -5.408   24.944  2.49  257 ORS
271.2  175.764   -8.655   19.711  4.02  288 DSA
271.2  174.740  -44.946   24.172  3.79  308 PIP
271.2  270.114  -44.260   57.517  3.34  318 MVE
271.2  328.671   16.527   44.377  3.18  330 SSE
271.2  289.408   -5.770   68.692  2.06  335 XVI
271.2  260.098  -31.326   63.564  3.41  340 TPY
271.2  210.108  -30.020   43.379  3.30  395 GCM
271.2  293.377   14.930   66.190  2.94  428 DSV
271.2  284.042   18.359   68.010  2.09  502 DRV
271.2  210.024   -7.072   40.816  2.76  515 OLE
271.2  236.030  -14.051   61.557  1.50  529 EHY
271.2  246.703  -13.810   66.281  2.43  561 SSX
271.2  234.412   31.904   56.318  3.31  563 DOU
271.2  251.325   29.735   62.035  3.12  564 SUM
271.2  208.870    7.087   38.555  3.45  644 JLL
271.2  182.117    3.014   23.147  3.29  726 DEG
271.2  199.261    0.412   33.792  3.00  728 PGE
271.2  275.043   -6.757   70.552  3.00  729 DCO
271.2  259.611  -60.440   43.067  3.55  784 KVE
271.2  276.013  -60.043   45.453  3.09  785 TCD
271.2  211.584  -36.999   43.206  3.00  786 SXP
271.2  299.777   81.701   25.964  3.00  843 DMD
271.4  217.364   72.152   32.847  2.89   15 URS
271.4  242.703   20.768   62.897  1.70   20 COM
271.4  191.624    1.805   28.771  3.09   96 NCC
271.4  189.752   -4.973   27.572  2.61   97 SCC
271.4  272.614  -12.809   69.831  3.39  101 PIH
271.4  218.685   23.809   50.545  3.11  252 ALY
271.4  207.454   -9.163   36.939  3.07  253 CMI
271.4  187.200    2.461   26.273  2.88  256 ORN
271.4  185.007   -5.413   24.923  2.49  257 ORS
271.4  175.733   -8.660   19.704  3.99  288 DSA
271.4  174.799  -45.086   24.196  3.78  308 PIP
271.4  270.178  -44.210   57.573  3.34  318 MVE
271.4  328.604   16.520   44.423  3.18  330 SSE
271.4  289.356   -5.783   68.704  2.02  335 XVI
271.4  260.115  -31.289   63.578  3.44  340 TPY
271.4  210.101  -30.025   43.381  3.28  395 GCM
271.4  293.353   14.953   66.190  2.96  428 DSV
271.4  284.016   18.403   68.010  2.09  502 DRV
271.4  210.022   -7.065   40.813  2.76  515 OLE
271.4  236.004  -14.042   61.547  1.50  529 EHY
271.4  246.703  -13.788   66.307  2.37  561 SSX
271.4  234.430   31.926   56.320  3.29  563 DOU
271.4  251.302   29.748   62.014  3.15  564 SUM
271.4  208.844    7.092   38.532  3.45  644 JLL
271.4  182.037    3.001   23.119  3.14  726 DEG
271.4  199.238    0.433   33.802  3.00  728 PGE
271.4  274.968   -6.709   70.543  3.04  729 DCO
271.4  259.665  -60.413   43.070  3.55  784 KVE
271.4  276.089  -59.992   45.502  3.11  785 TCD
271.4  211.491  -37.058   43.156  3.00  786 SXP
271.4  300.175   81.652   25.985  3.00  843 DMD
271.6  217.105   72.202   32.789  2.96   15 URS
271.6  242.693   20.752   62.897  1.69   20 COM
271.6  191.600    1.811   28.760  3.09   96 NCC
271.6  189.739   -4.971   27.567  2.61   97 SCC
271.6  272.568  -12.795   69.836  3.39  101 PIH
271.6  218.718   23.815   50.567  3.10  252 ALY
271.6  207.437   -9.167   36.924  3.07  253 CMI
271.6  187.158    2.463   26.253  2.86  256 ORN
271.6  184.965   -5.417   24.903  2.49  257 ORS
271.6  175.703   -8.665   19.697  3.96  288 DSA
271.6  174.859  -45.226   24.219  3.78  308 PIP
271.6  270.242  -44.159   57.628  3.33  318 MVE
271.6  328.537   16.512   44.470  3.19  330 SSE
271.6  289.304   -5.796   68.717  1.99  335 XVI
271.6  260.131  -31.251   63.592  3.46  340 TPY
271.6  210.094  -30.031   43.383  3.27  395 GCM
271.6  293.328   14.975   66.191  2.99  428 DSV
271.6  283.990   18.448   68.010  2.09  502 DRV
271.6  210.021   -7.058   40.810  2.77  515 OLE
271.6  235.978  -14.032   61.536  1.50  529 EHY
271.6  246.703  -13.766   66.333  2.30  561 SSX
271.6  234.447   31.949   56.323  3.26  563 DOU
271.6  251.280   29.762   61.993  3.19  564 SUM
271.6  208.817    7.096   38.510  3.44  644 JLL
271.6  181.958    2.987   23.091  3.00  726 DEG
271.6  199.215    0.454   33.811  3.00  728 PGE
271.6  274.893   -6.662   70.534  3.08  729 DCO
271.6  259.718  -60.385   43.072  3.54  784 KVE
271.6  276.164  -59.942   45.551  3.12  785 TCD
271.6  211.398  -37.117   43.106  3.00  786 SXP
271.6  300.573   81.604   26.006  3.00  843 DMD
271.8  216.846   72.253   32.731  3.00   15 URS
271.8  242.682   20.737   62.897  1.69   20 COM
271.8  191.576    1.816   28.749  3.09   96 NCC
271.8  189.725   -4.968   27.561  2.61   97 SCC
271.8  272.522  -12.780   69.842  3.40  101 PIH
271.8  218.751   23.821   50.589  3.09  252 ALY
271.8  207.421   -9.170   36.908  3.07  253 CMI
271.8  187.115    2.464   26.233  2.85  256 ORN
271.8  184.923   -5.422   24.882  2.49  257 ORS
271.8  175.673   -8.669   19.690  3.93  288 DSA
271.8  174.918  -45.366   24.242  3.77  308 PIP
271.8  270.306  -44.109   57.684  3.32  318 MVE
271.8  328.470   16.504   44.516  3.20  330 SSE
271.8  289.253   -5.809   68.729  1.95  335 XVI
271.8  260.148  -31.213   63.606  3.49  340 TPY
271.8  210.087  -30.036   43.385  3.25  395 GCM
271.8  293.304   14.998   66.191  3.01  428 DSV
271.8  283.963   18.492   68.010  2.09  502 DRV
271.8  210.020   -7.050   40.808  2.78  515 OLE
271.8  235.952  -14.023   61.526  1.50  529 EHY
271.8  246.703  -13.744   66.359  2.23  561 SSX
271.8  234.465   31.971   56.326  3.23  563 DOU
271.8  251.257   29.776   61.972  3.23  564 SUM
271.8  208.790    7.101   38.487  3.43  644 JLL
271.8  181.879    2.974   23.063  2.86  726 DEG
271.8  302.521   38.478   54.471  3.00  727 ISR
271.8  199.192    0.475   33.821  3.00  728 PGE
271.8  274.819   -6.614   70.525  3.12  729 DCO
271.8  259.771  -60.358   43.075  3.54  784 KVE
271.8  276.240  -59.891   45.599  3.14  785 TCD
271.8  211.304  -37.177   43.056  3.02  786 SXP
271.8  300.971   81.555   26.027  3.00  843 DMD
272.0  242.672   20.722   62.897  1.68   20 COM
272.0  191.552    1.821   28.738  3.09   96 NCC
272.0  189.711   -4.965   27.556  2.61   97 SCC
272.0  272.477  -12.766   69.847  3.40  101 PIH
272.0  218.784   23.827   50.611  3.08  252 ALY
272.0  207.405   -9.173   36.893  3.07  253 CMI
272.0  187.073    2.466   26.213  2.83  256 ORN
272.0  184.881   -5.427   24.862  2.49  257 ORS
272.0  175.642   -8.674   19.683  3.90  288 DSA
272.0  174.978  -45.506   24.266  3.76  308 PIP
272.0  270.370  -44.059   57.740  3.31  318 MVE
272.0  328.402   16.496   44.562  3.21  330 SSE
272.0  289.201   -5.822   68.741  1.92  335 XVI
272.0  260.165  -31.175   63.619  3.49  340 TPY
272.0  210.080  -30.042   43.387  3.23  395 GCM
272.0  293.279   15.020   66.191  3.03  428 DSV
272.0  283.937   18.537   68.010  2.09  502 DRV
272.0  210.019   -7.043   40.805  2.79  515 OLE
272.0  235.925  -14.014   61.515  1.50  529 EHY
272.0  246.704  -13.723   66.385  2.17  561 SSX
272.0  234.482   31.993   56.329  3.21  563 DOU
272.0  251.235   29.790   61.951  3.27  564 SUM
272.0  208.763    7.105   38.464  3.43  644 JLL
272.0  181.800    2.961   23.035  2.71  726 DEG
272.0  302.685   38.473   54.417  3.00  727 ISR
272.0  199.169    0.496   33.830  3.00  728 PGE
272.0  274.744   -6.566   70.515  3.16  729 DCO
272.0  209.435    6.440   40.504  2.51  747 JKL
272.0  259.825  -60.331   43.078  3.54  784 KVE
272.0  276.316  -59.840   45.648  3.16  785 TCD
272.0  211.211  -37.236   43.006  3.05  786 SXP
272.0  301.369   81.506   26.048  3.02  843 DMD
272.2  242.662   20.707   62.897  1.67   20 COM
272.2  191.528    1.827   28.726  3.09   96 NCC
272.2  189.697   -4.963   27.551  2.61   97 SCC
272.2  272.431  -12.752   69.853  3.40  101 PIH
272.2  218.816   23.833   50.633  3.08  252 ALY
272.2  207.389   -9.176   36.877  3.07  253 CMI
272.2  187.031    2.468   26.194  2.82  256 ORN
272.2  184.840   -5.432   24.841  2.49  257 ORS
272.2  175.612   -8.679   19.677  3.87  288 DSA
272.2  175.037  -45.646   24.289  3.76  308 PIP
272.2  270.434  -44.008   57.795  3.30  318 MVE
272.2  328.335   16.489   44.608  3.22  330 SSE
272.2  289.149   -5.835   68.754  1.88  335 XVI
272.2  260.181  -31.137   63.633  3.48  340 TPY
272.2  210.072  -30.048   43.389  3.22  395 GCM
272.2  293.255   15.043   66.191  3.05  428 DSV
272.2  283.910   18.581   68.010  2.09  502 DRV
272.2  210.017   -7.036   40.803  2.79  515 OLE
272.2  235.899  -14.004   61.504  1.50  529 EHY
272.2  246.704  -13.701   66.412  2.10  561 SSX
272.2  234.500   32.015   56.332  3.18  563 DOU
272.2  251.212   29.804   61.930  3.31  564 SUM
272.2  208.736    7.110   38.441  3.42  644 JLL
272.2  181.720    2.948   23.006  2.57  726 DEG
272.2  302.848   38.467   54.363  3.00  727 ISR
272.2  199.145    0.517   33.840  3.00  728 PGE
272.2  274.669   -6.519   70.506  3.20  729 DCO
272.2  209.422    6.441   40.491  2.51  747 JKL
272.2  259.878  -60.303   43.080  3.53  784 KVE
272.2  276.391  -59.790   45.697  3.18  785 TCD
272.2  211.118  -37.295   42.956  3.09  786 SXP
272.2  301.767   81.457   26.070  3.03  843 DMD
272.4  242.651   20.692   62.897  1.66   20 COM
272.4  191.505    1.832   28.715  3.09   96 NCC
272.4  189.683   -4.960   27.546  2.63   97 SCC
272.4  272.385  -12.737   69.858  3.40  101 PIH
272.4  218.849   23.838   50.655  3.07  252 ALY
272.4  207.372   -9.179   36.862  3.07  253 CMI
272.4  186.988    2.469   26.174  2.81  256 ORN
272.4  184.798   -5.437   24.821  2.49  257 ORS
272.4  175.582   -8.684   19.670  3.84  288 DSA
272.4  175.097  -45.786   24.312  3.75  308 PIP
272.4  270.498  -43.958   57.851  3.29  318 MVE
272.4  328.268   16.481   44.655  3.23  330 SSE
272.4  289.097   -5.848   68.766  1.85  335 XVI
272.4  260.198  -31.099   63.647  3.47  340 TPY
272.4  210.065  -30.053   43.391  3.20  395 GCM
272.4  293.231   15.065   66.192  3.08  428 DSV
272.4  283.884   18.626   68.010  2.09  502 DRV
272.4  210.016   -7.028   40.800  2.80  515 OLE
272.4  235.873  -13.995   61.494  1.50  529 EHY
272.4  246.704  -13.679   66.438  2.03  561 SSX
272.4  234.518   32.038   56.334  3.15  563 DOU
272.4  251.190   29.817   61.908  3.35  564 SUM
272.4  208.710    7.114   38.419  3.41  644 JLL
272.4  181.641    2.935   22.978  2.43  726 DEG
272.4  303.012   38.462   54.308  3.00  727 ISR
272.4  199.122    0.539   33.849  3.00  728 PGE
272.4  274.594   -6.471   70.497  3.24  729 DCO
272.4  209.410    6.442   40.477  2.51  747 JKL
272.4  259.932  -60.276   43.083  3.53  784 KVE
272.4  276.467  -59.739   45.745  3.20  785 TCD
272.4  211.025  -37.354   42.906  3.12  786 SXP
272.4  302.165   81.409   26.091  3.05  843 DMD
272.6  242.641   20.677   62.897  1.66   20 COM
272.6  191.481    1.837   28.704  3.09   96 NCC
272.6  189.670   -4.957   27.541  2.64   97 SCC
272.6  272.339  -12.723   69.864  3.40  101 PIH
272.6  218.882   23.844   50.677  3.06  252 ALY
272.6  207.356   -9.182   36.846  3.07  253 CMI
272.6  186.946    2.471   26.154  2.79  256 ORN
272.6  184.756   -5.442   24.800  2.49  257 ORS
272.6  175.551   -8.689   19.663  3.81  288 DSA
272.6  175.156  -45.926   24.336  3.75  308 PIP
272.6  270.563  -43.908   57.907  3.28  318 MVE
272.6  328.201   16.473   44.701  3.24  330 SSE
272.6  289.045   -5.861   68.778  1.81  335 XVI
272.6  260.214  -31.061   63.661  3.46  340 TPY
272.6  210.058  -30.059   43.393  3.19  395 GCM
272.6  293.206   15.088   66.192  3.10  428 DSV
272.6  283.858   18.670   68.010  2.09  502 DRV
272.6  210.015   -7.021   40.798  2.81  515 OLE
272.6  235.847  -13.986   61.483  1.50  529 EHY
272.6  246.705  -13.658   66.464  1.97  561 SSX
272.6  234.535   32.060   56.337  3.13  563 DOU
272.6  251.167   29.831   61.887  3.38  564 SUM
272.6  208.683    7.119   38.396  3.41  644 JLL
272.6  181.562    2.921   22.950  2.29  726 DEG
272.6  303.176   38.457   54.254  3.00  727 ISR
272.6  199.099    0.560   33.859  3.00  728 PGE
272.6  274.519   -6.423   70.488  3.28  729 DCO
272.6  209.397    6.442   40.464  2.51  747 JKL
272.6  259.985  -60.249   43.085  3.53  784 KVE
272.6  276.543  -59.689   45.794  3.22  785 TCD
272.6  210.931  -37.413   42.856  3.16  786 SXP
272.6  302.564   81.360   26.112  3.07  843 DMD
272.8  242.630   20.662   62.897  1.65   20 COM
272.8  191.457    1.842   28.693  3.09   96 NCC
272.8  189.656   -4.955   27.536  2.65   97 SCC
272.8  272.294  -12.709   69.869  3.41  101 PIH
272.8  218.915   23.850   50.699  3.05  252 ALY
272.8  207.340   -9.185   36.831  3.07  253 CMI
272.8  186.903    2.473   26.134  2.78  256 ORN
272.8  184.715   -5.447   24.780  2.49  257 ORS
272.8  175.521   -8.693   19.656  3.78  288 DSA
272.8  175.216  -46.066   24.359  3.74  308 PIP
272.8  270.627  -43.857   57.962  3.27  318 MVE
272.8  328.134   16.466   44.747  3.25  330 SSE
272.8  288.994   -5.874   68.791  1.78  335 XVI
272.8  260.231  -31.023   63.675  3.45  340 TPY
272.8  210.051  -30.064   43.395  3.17  395 GCM
272.8  293.182   15.110   66.192  3.12  428 DSV
272.8  283.831   18.715   68.009  2.09  502 DRV
272.8  210.014   -7.014   40.795  2.82  515 OLE
272.8  235.820  -13.976   61.473  1.50  529 EHY
272.8  246.705  -13.636   66.490  1.97  561 SSX
272.8  234.553   32.082   56.340  3.10  563 DOU
272.8  251.145   29.845   61.866  3.42  564 SUM
272.8  208.656    7.124   38.373  3.40  644 JLL
272.8  181.482    2.908   22.922  2.14  726 DEG
272.8  303.339   38.451   54.200  3.00  727 ISR
272.8  199.076    0.581   33.868  3.00  728 PGE
272.8  274.444   -6.376   70.479  3.32  729 DCO
272.8  209.384    6.443   40.450  2.51  747 JKL
272.8  260.039  -60.221   43.088  3.53  784 KVE
272.8  276.618  -59.638   45.843  3.24  785 TCD
272.8  210.838  -37.472   42.806  3.19  786 SXP
272.8  302.962   81.311   26.133  3.09  843 DMD
273.0  242.620   20.647   62.897  1.64   20 COM
273.0  191.433    1.848   28.682  3.09   96 NCC
273.0  189.642   -4.952   27.531  2.66   97 SCC
273.0  272.248  -12.694   69.875  3.41  101 PIH
273.0  218.947   23.856   50.721  3.04  252 ALY
273.0  207.324   -9.189   36.815  3.07  253 CMI
273.0  186.861    2.475   26.114  2.76  256 ORN
273.0  184.673   -5.452   24.759  2.49  257 ORS
273.0  175.491   -8.698   19.649  3.75  288 DSA
